pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{40, 42, 16432}]","[]",3,1,"(87458,88150)"
"[{40, 49, 8979}]","[]",3,1,"(13278,14150)"
"[{40, 49, 13042}]","[]",3,1,"(72765,74951)"
"[{40, 49, 15833}]","[]",3,1,"(76444,78371)"
"[{40, 49, 16011}]","[]",3,1,"(79944,82323)"
"[{40, 49, 16012}]","[]",3,1,"(79959,82068)"
"[{40, 49, 16218}]","[]",3,1,"(83757,86021)"
"[{40, 49, 16431}]","[]",3,1,"(87451,88150)"
"[{40, 49, 16432}]","[]",3,1,"(87453,88150)"
"[{40, 8979, 16011}]","[]",3,1,"(81384,81984)"
"[{40, 16011, 16012}]","[]",3,1,"(79946,82323)"
"[{40, 16431, 16432}]","[]",3,1,"(87452,88150)"
"[{42, 49, 13042}]","[]",3,2,"(72770,73336);(73012,74951)"
"[{42, 49, 15833}]","[]",3,3,"(76444,77077);(76617,77117);(76904,78370)"
"[{42, 49, 16011}]","[]",3,2,"(79947,80473);(80283,82254)"
"[{42, 49, 16218}]","[]",3,1,"(83988,85922)"
"[{42, 49, 16431}]","[]",3,1,"(87451,88152)"
"[{42, 49, 16432}]","[]",3,1,"(87458,88013)"
"[{42, 16011, 16012}]","[]",3,1,"(80380,82073)"
"[{42, 16431, 16432}]","[]",3,1,"(87458,88150)"
"[{49, 16011, 16012}]","[]",3,1,"(79959,82193)"
"[{49, 16431, 16432}]","[]",3,1,"(87453,88150)"
"[{33, 40}]","[]",2,132,"(1285,2008);(1555,3198);(2785,3285);(5053,7293);(8559,9255);(8788,9288);(9113,10714);(12143,12643);(12188,13558);(13084,13584);(13109,13609);(13128,13628);(13153,13666);(13666,14229);(15744,17212);(16822,17322);(16881,18315);(18707,19256);(18825,19344);(18870,19917);(19460,19995);(19521,20029);(19958,22063);(22486,22986);(22506,23010);(22637,23139);(22680,23215);(22735,25141);(25395,26404);(25915,26416);(25963,26472);(26015,26529);(26083,26699);(26457,26957);(26513,27060);(26666,27235);(26809,27382);(26909,27409);(27082,28240);(27805,28357);(27888,28472);(27983,28483);(28018,28565);(28094,28623);(28357,28906);(28437,28955);(30034,32042);(31569,32069);(33568,34089);(34452,34952);(34500,36172);(35730,36236);(35790,36297);(37673,39263);(38820,39338);(38895,39825);(39356,39857);(39385,39885);(41711,42283);(41837,42345);(41911,43527);(43117,43715);(43354,43959);(43570,44082);(43632,44132);(43661,44313);(43911,44411);(43929,44429);(45933,47154);(46667,47167);(46919,47441);(47007,47508);(47027,47528);(47091,47591);(47109,47662);(47206,47766);(47351,47851);(47492,48005);(50200,50701);(50218,51188);(53271,53894);(54401,54995);(54626,55165);(54734,55234);(54869,55369);(55155,56007);(55536,56140);(55705,56220);(55770,56307);(57659,58165);(57761,58298);(58078,58583);(58106,58607);(58154,60459);(59986,60486);(60725,61307);(60824,61461);(61550,62544);(62069,62570);(62117,63658);(63181,63681);(63309,63809);(65164,66154);(65727,66227);(65920,66436);(66031,66540);(66057,66557);(66094,67299);(69804,70781);(70451,70974);(72637,73157);(73009,74885);(74428,74929);(76208,77126);(76904,78761);(79459,80735);(80281,81705);(81257,81829);(81855,82355);(81883,82403);(81955,82455);(82157,82659);(82887,83695);(84620,85123);(84665,85218);(84809,85379);(84904,85462);(85005,85505);(85433,85934);(85454,86088);(86939,88072);(87606,88161)"
"[{33, 42}]","[]",2,19,"(5874,6964);(9510,10638);(17083,18118);(20355,20884);(20406,20939);(20984,21610);(21141,21641);(23652,24152);(27483,27984);(30623,31159);(30704,31216);(30795,31296);(35140,35644);(35226,35790);(74049,74690);(77288,77887);(77671,78181);(80754,81398);(80958,81458)"
"[{33, 49}]","[]",2,117,"(993,1494);(1066,1567);(1202,1702);(1285,1805);(1494,2015);(1551,2051);(1555,2055);(1644,2732);(2289,2812);(2980,3480);(5040,7288);(7776,8281);(7812,8312);(7980,8531);(8587,9116);(8679,9245);(8788,9288);(8876,9376);(9003,9503);(9011,9526);(9167,9675);(9245,10714);(10247,10747);(11360,11860);(11920,12433);(12151,12766);(12292,12792);(12295,12795);(12380,13077);(12628,13132);(12674,13174);(12747,13247);(13424,13924);(13537,14296);(15764,18232);(19104,19611);(19141,19693);(19265,19781);(20256,21088);(20651,21872);(21393,21898);(21470,21971);(22735,25122);(25259,26393);(25907,26408);(26083,26756);(26853,27855);(27444,27947);(27459,28245);(29330,29982);(29679,30268);(29805,31954);(31487,32042);(33406,33906);(33422,33935);(33484,34158);(33697,34380);(33899,34407);(33935,34454);(34500,36265);(37590,38401);(38026,38564);(38217,38992);(39027,39548);(39193,39699);(39259,39773);(41712,43270);(42796,43296);(42806,43307);(42813,43313);(45192,45712);(45851,47115);(48667,49203);(50322,50826);(50344,50856);(50420,51250);(50776,51284);(54271,54771);(54401,55597);(55112,55612);(55155,55656);(55224,55858);(55383,55883);(55401,55901);(55439,55951);(57788,60130);(59662,60162);(59682,60182);(61556,62056);(61760,62272);(62117,62617);(62131,63861);(63380,63890);(65251,66232);(65794,66317);(65856,66356);(65875,66376);(66000,66524);(66091,66788);(66313,66813);(66344,66844);(66397,67209);(69789,71017);(72974,74980);(76303,76804);(76500,77014);(76544,77126);(76874,78663);(79492,79992);(79517,81955);(81470,81970);(81487,82107);(81657,82159);(81724,82455);(84194,85389);(84944,85454);(87005,88007)"
"[{33, 13042}]","[]",2,1,"(73042,74626)"
"[{33, 15833}]","[]",2,4,"(76467,76980);(76492,76992);(76494,76994);(76843,78370)"
"[{33, 16011}]","[]",2,3,"(79944,81672);(81259,81798);(81334,81834)"
"[{33, 16218}]","[]",2,2,"(84194,85217);(84785,85302)"
"[{33, 16431}]","[]",2,1,"(87451,88144)"
"[{33, 16432}]","[]",2,1,"(87455,88144)"
"[{39, 40}]","[]",2,115,"(3,1934);(1628,2137);(1664,2682);(2271,2771);(2315,2822);(2335,3346);(3294,3794);(3319,5519);(6843,9113);(9455,9956);(10227,12565);(12184,12684);(12244,12746);(12565,13405);(13112,14143);(14099,14870);(14410,14910);(14452,16600);(16187,16696);(16239,17183);(17095,18073);(17915,20037);(19609,20186);(20155,20890);(20488,21529);(21430,23500);(23147,23657);(23184,24075);(23682,24182);(23703,24203);(23708,24208);(23745,24877);(25019,26686);(27369,28424);(28330,30674);(30214,30714);(30975,32218);(31863,32363);(31891,34483);(35091,36094);(35776,37832);(37524,38728);(38463,39571);(39442,39942);(39481,42172);(41857,42382);(41930,42894);(42894,43886);(43430,43930);(43488,44004);(43577,44203);(43731,45771);(45291,45791);(45316,46257);(45794,46294);(45814,46350);(46135,46849);(46838,47686);(47813,48313);(47854,50306);(49852,50352);(51151,51836);(51418,52018);(51564,52066);(52117,53253);(52776,53318);(52915,54142);(53931,54515);(54102,55197);(55143,56103);(55952,58194);(57801,58301);(57845,58429);(58074,59125);(59143,60021);(59819,60320);(59886,63128);(62942,63443);(62972,63842);(63731,66119);(65734,66864);(66644,67151);(66724,67613);(67398,69964);(69937,70582);(70397,71525);(71248,71748);(71302,72664);(72272,72772);(72360,72895);(72470,73334);(73434,74908);(74482,74982);(74639,76251);(75764,77729);(77267,77767);(78146,80719);(80233,80734);(80261,80776);(80481,81231);(81104,82072);(81990,83155);(82745,83269);(82848,83535);(83072,83834);(83439,83961);(83535,84078);(83598,84976);(84557,85057);(85074,85731);(85515,86065);(85629,86129);(85647,86147);(85681,87890);(87442,88140)"
"[{39, 42}]","[]",2,25,"(60,721);(2693,3194);(2732,3239);(13318,14058);(17164,17954);(18391,18892);(18499,18999);(18742,19242);(18757,19257);(18800,19300);(18838,19338);(18886,19389);(20765,21495);(24018,24518);(24114,24674);(27534,28253);(35195,35923);(35991,36495);(36017,36517);(36086,36804);(73920,74693);(81369,81968);(81492,82038);(81560,82063);(85053,85805)"
"[{39, 49}]","[]",2,114,"(4,850);(498,1060);(705,1206);(714,1214);(807,1494);(2682,3228);(3590,4322);(4541,5076);(4599,5250);(7268,7800);(10393,11075);(11049,11554);(11165,11681);(11343,11872);(11456,11994);(11519,12044);(11614,12200);(11748,12449);(13271,14099);(14917,15467);(14985,15674);(15291,15971);(15780,16280);(17219,17956);(18007,19714);(21610,22429);(22046,22603);(23968,24714);(24282,24782);(24902,26484);(27559,28356);(28292,29448);(29112,30123);(29634,30134);(29667,30736);(31128,31629);(31220,31970);(32028,33129);(32816,34431);(35221,36017);(35935,37149);(36868,37804);(37599,38466);(38527,39027);(38558,39443);(39632,40745);(40664,41164);(40677,41589);(42085,42787);(42325,42829);(42890,43770);(43799,44470);(44002,44502);(44764,45265);(45438,46095);(47027,47605);(47914,48487);(48163,49193);(49038,49678);(49236,49738);(49475,50109);(52136,52831);(55258,56000);(56073,57014);(56578,57078);(57060,57563);(57250,57806);(57383,57883);(57455,57986);(58194,59007);(59143,59907);(60123,60785);(60340,60840);(60470,61054);(60603,61444);(61054,61582);(61113,61617);(62137,62647);(62170,63072);(62610,63110);(62963,63911);(63957,65471);(65471,65971);(65518,66044);(65734,66755);(66956,67462);(67551,68526);(68060,68567);(68088,68588);(68098,68639);(68207,68707);(68526,69626);(70628,71356);(71431,72324);(71896,72397);(71923,72485);(72032,72540);(72051,72551);(73920,74784);(74746,75842);(75469,75994);(75551,76051);(75593,76093);(76251,76761);(76414,76995);(76976,77800);(78295,79462);(79628,80553);(81258,82056);(82056,83025);(84137,84638);(84194,84731);(84342,84868);(85828,86891)"
"[{39, 13042}]","[]",2,2,"(73434,73966);(73943,74633)"
"[{39, 15833}]","[]",2,7,"(76449,77035);(76595,77102);(76661,77161);(76724,77224);(76734,77248);(76775,77774);(77299,77869)"
"[{39, 16011}]","[]",2,5,"(79947,80588);(80486,81231);(80759,81259);(81143,81672);(81231,82030)"
"[{39, 16218}]","[]",2,2,"(84089,84591);(84119,85057)"
"[{39, 16431}]","[]",2,1,"(87480,88063)"
"[{40, 42}]","[]",2,2,"(3,37867);(72767,88158)"
"[{40, 49}]","[]",2,1,"(4,88160)"
"[{40, 176}]","[]",2,1,"(74109,74676)"
"[{40, 226}]","[]",2,1,"(38637,39343)"
"[{40, 770}]","[]",2,1,"(14223,14919)"
"[{40, 1035}]","[]",2,1,"(14223,14869)"
"[{40, 1147}]","[]",2,3,"(20840,21366);(20954,21482);(21053,21555)"
"[{40, 2239}]","[]",2,1,"(31364,32003)"
"[{40, 8979}]","[]",2,4,"(12684,13185);(12702,13278);(12912,14218);(81190,82217)"
"[{40, 13042}]","[]",2,1,"(72764,74953)"
"[{40, 14387}]","[]",2,1,"(51164,52048)"
"[{40, 15833}]","[]",2,1,"(76444,78371)"
"[{40, 16011}]","[]",2,1,"(79944,82323)"
"[{40, 16012}]","[]",2,1,"(79946,82323)"
"[{40, 16218}]","[]",2,1,"(83757,86021)"
"[{40, 16431}]","[]",2,1,"(87451,88150)"
"[{40, 16432}]","[]",2,1,"(87452,88150)"
"[{42, 49}]","[]",2,7,"(12,8234);(7785,8285);(7817,8386);(7921,8436);(8119,14688);(14484,37867);(72770,88155)"
"[{42, 8979}]","[]",2,4,"(13052,13576);(13278,13965);(13648,14150);(81336,82059)"
"[{42, 13042}]","[]",2,1,"(72767,74951)"
"[{42, 15833}]","[]",2,1,"(76440,78370)"
"[{42, 16011}]","[]",2,1,"(79947,82306)"
"[{42, 16012}]","[]",2,1,"(80342,82165)"
"[{42, 16218}]","[]",2,1,"(83769,86020)"
"[{42, 16431}]","[]",2,1,"(87451,88152)"
"[{42, 16432}]","[]",2,1,"(87458,88150)"
"[{49, 8979}]","[]",2,3,"(13215,14200);(81356,81973);(81489,81989)"
"[{49, 12936}]","[]",2,1,"(58535,59956)"
"[{49, 13042}]","[]",2,1,"(72765,74951)"
"[{49, 14387}]","[]",2,1,"(51250,51924)"
"[{49, 15833}]","[]",2,1,"(76444,78371)"
"[{49, 16011}]","[]",2,1,"(79944,82323)"
"[{49, 16012}]","[]",2,2,"(79959,82231);(81770,82270)"
"[{49, 16218}]","[]",2,1,"(83757,86021)"
"[{49, 16431}]","[]",2,1,"(87451,88152)"
"[{49, 16432}]","[]",2,1,"(87453,88150)"
"[{648, 770}]","[]",2,1,"(14227,15042)"
"[{770, 1035}]","[]",2,1,"(14013,14924)"
"[{8979, 16011}]","[]",2,1,"(81190,82103)"
"[{16011, 16012}]","[]",2,1,"(79946,82323)"
"[{16431, 16432}]","[]",2,1,"(87449,88151)"
