pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{3, 11}]","[]",2,1,"(11,989922)"
"[{6, 7}]","[]",2,141,"(732,1291);(13316,13914);(22122,22629);(30081,30730);(32051,32646);(33450,34226);(47575,48075);(54455,55204);(66341,66962);(69090,69755);(74472,75152);(81935,82435);(84069,84712);(100163,100744);(108695,109236);(116961,117601);(123065,123670);(145391,146267);(148064,149350);(162752,164318);(173089,173596);(176068,176569);(196685,197341);(207660,208482);(208998,209500);(215779,216315);(219727,220475);(225327,225891);(236613,237133);(246382,246882);(252795,253329);(260206,260877);(261937,262503);(273056,273738);(275043,275889);(288363,288936);(292424,293199);(294254,295134);(296673,297727);(310229,310936);(312424,313040);(326847,327347);(328329,328830);(331651,332235);(333488,334003);(335829,336329);(338805,339327);(344556,345531);(349322,349822);(356847,357552);(359961,360498);(362502,363103);(369455,370047);(374963,375463);(423077,424047);(428250,429231);(434401,434937);(456925,457425);(459285,459835);(460585,461111);(464060,464598);(492175,492755);(503906,504664);(507013,507622);(509892,510835);(513220,514182);(518675,519331);(535679,536200);(541089,541927);(546585,547097);(548347,548849);(551949,552756);(555086,555781);(558299,558799);(567267,567905);(569395,569896);(571434,572034);(574617,575251);(578586,579334);(584175,584702);(587961,588784);(589380,590256);(590803,591918);(608978,609957);(612606,613106);(613225,613852);(619356,620046);(624693,625497);(628317,629026);(638407,639371);(642105,642669);(681271,681772);(697113,698025);(702641,703330);(707390,708263);(712295,712805);(734287,735038);(735563,736064);(747425,748277);(756608,757317);(758277,759183);(769193,769894);(771757,772377);(783330,784008);(799970,800470);(806444,807710);(810032,810532);(811360,811965);(814806,815530);(816436,817161);(826156,826848);(834555,835112);(841868,842380);(846701,847214);(848400,848932);(853416,853961);(854512,855012);(857546,858328);(864743,865344);(866049,866550);(870695,871401);(876391,876923);(882025,882595);(886765,887506);(895327,896179);(897666,898655);(898701,899292);(899814,900318);(901223,901724);(902714,903286);(908271,909030);(920495,921476);(933393,934476);(938799,939659);(948044,948672);(953085,954025);(959141,959898);(962171,963113);(970107,970651);(984872,985430);(986331,987054)"
"[{6, 11}]","[]",2,1,"(5,989892)"
"[{6, 27}]","[]",2,4,"(479557,480061);(579644,580417);(692348,692879);(707530,708273)"
"[{6, 148}]","[]",2,30,"(37019,37578);(47594,48166);(106973,107562);(143821,144359);(148089,148600);(164569,165089);(184759,185377);(186953,187491);(195252,195761);(257183,257834);(335547,336242);(361380,362198);(374915,375586);(395489,396004);(458080,458580);(459363,459958);(493191,493809);(510246,510824);(516639,517139);(552252,552752);(608650,609150);(758308,758814);(816471,817049);(820434,821020);(827281,827822);(856944,857472);(908583,909483);(933245,933799);(949585,950086);(965581,966222)"
"[{6, 218}]","[]",2,251,"(8387,8919);(13154,13838);(15119,15690);(20304,21052);(23186,23686);(24509,25276);(30402,31122);(31480,32113);(32530,33329);(47464,48335);(50906,51548);(59758,60307);(62534,63468);(71453,72279);(75953,77294);(79684,81043);(83604,84472);(88379,89406);(100361,100892);(103990,104490);(106910,107740);(116517,117479);(123087,124083);(124493,125010);(125256,125756);(126502,127911);(143821,144359);(147872,148722);(149516,150024);(151146,151730);(155127,156056);(156768,157458);(162407,163011);(163220,164131);(164182,165140);(166678,167328);(168319,169205);(169992,170568);(174266,174768);(174883,175515);(181736,182317);(184642,185387);(186609,187590);(190440,191063);(193089,193589);(195011,196242);(198006,198506);(199213,199713);(201001,201568);(204254,205104);(205428,205934);(209598,210154);(210872,211442);(214466,215052);(215457,216033);(216083,216833);(218881,219473);(221032,221542);(221610,222125);(224058,224961);(226997,227756);(229456,230052);(232115,232647);(236648,237726);(240199,240718);(245494,246140);(248231,248762);(253973,254473);(256863,257998);(262059,262571);(266011,266972);(271608,272295);(275286,275921);(288907,289779);(293643,294569);(295309,295851);(296863,297656);(304244,305054);(307774,308276);(309749,310330);(312087,313241);(315438,316061);(318180,319172);(324349,324957);(327961,328647);(335413,336513);(337655,338266);(338481,339156);(341143,341942);(352628,353977);(354024,354693);(356373,356921);(360058,360766);(361303,362198);(362939,363713);(366627,367612);(368078,368580);(369054,369759);(371892,372396);(374775,375812);(380348,380858);(388640,389267);(395352,396012);(401087,401978);(405533,406033);(406513,407400);(410319,410850);(418283,418790);(425775,426275);(427025,427934);(429607,430116);(430266,431131);(432933,433433);(437221,437721);(444427,445192);(445562,446362);(450387,450971);(454969,455509);(457804,458956);(459363,460129);(461364,462201);(463885,464410);(467563,468410);(476574,477126);(479120,479620);(481511,482011);(483436,484458);(486138,486953);(488980,489937);(490411,491030);(491282,491782);(492157,492823);(493191,493896);(494617,495811);(505202,505846);(509096,509722);(510167,511100);(515267,515971);(516483,517303);(520159,521041);(525261,525770);(529981,531215);(532263,532960);(532997,533627);(535980,536732);(537858,538507);(538837,539463);(541959,542868);(546561,547061);(549299,549974);(551823,552989);(557204,557954);(560444,561067);(569163,569868);(573295,573870);(574350,575130);(579902,581048);(583772,584560);(587057,587645);(588199,588699);(591265,591931);(593932,594498);(594522,595209);(595894,596571);(601712,602212);(604098,604964);(607023,607546);(608632,609193);(613523,614313);(617785,618411);(622716,623256);(633392,634913);(637842,638382);(638726,639349);(640525,641025);(644356,645058);(648852,649645);(660376,661136);(661537,662066);(663968,664633);(664918,665418);(673839,674358);(675220,676047);(692297,692825);(692986,694014);(695984,696489);(697219,697885);(698381,699170);(701002,701584);(703239,704081);(705914,706414);(707675,708273);(709233,709771);(723247,723788);(724456,724956);(736398,736922);(741121,741950);(750848,751634);(758095,758988);(762398,763014);(767412,767968);(773137,773793);(774467,775381);(784744,785459);(786979,787840);(794926,795560);(801606,802132);(807642,808543);(810049,810571);(812273,812839);(816302,817157);(820182,821162);(824346,824846);(826168,826888);(827230,827969);(829786,830286);(839361,840497);(846521,847022);(848555,849132);(852471,852974);(856608,857524);(863941,864441);(865818,866672);(868485,869005);(877028,877718);(879290,879790);(882210,883289);(891186,891712);(895730,896230);(896559,897093);(897429,898242);(907496,908259);(908628,909735);(915369,916340);(918944,919540);(920631,921188);(921304,922449);(927612,928113);(929736,930442);(930781,931477);(932834,933808);(938786,939468);(940508,941371);(944111,944843);(945950,946648);(947625,948587);(949515,950225);(965478,966295);(967843,968343);(979994,980695);(983895,984601)"
"[{7, 11}]","[]",2,1,"(296908,297476)"
"[{11, 148}]","[]",2,1,"(361574,362141)"
"[{11, 218}]","[]",2,9,"(107060,107567);(148075,148600);(295334,295834);(318483,318983);(361406,361907);(374915,375629);(444548,445048);(530358,530858);(965708,966244)"
"[{148, 218}]","[]",2,4,"(257255,257755);(335598,336144);(361534,362141);(510280,510824)"
