pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{40, 49, 16012}]","[]",3,1,"(79745,82079)"
"[{40, 49, 16218}]","[]",3,1,"(83501,86145)"
"[{40, 49, 16431}]","[]",3,1,"(87174,88301)"
"[{40, 49, 16432}]","[]",3,1,"(87230,88293)"
"[{40, 8979, 16011}]","[]",3,3,"(81332,81836);(81355,81856);(81361,82000)"
"[{40, 16011, 16012}]","[]",3,1,"(79654,82406)"
"[{40, 16431, 16432}]","[]",3,1,"(87137,88456)"
"[{42, 49, 13042}]","[]",3,4,"(72719,73349);(72877,73388);(72980,73481);(72996,74975)"
"[{42, 49, 15833}]","[]",3,3,"(76373,77110);(76617,77117);(76893,78545)"
"[{42, 49, 16011}]","[]",3,3,"(79870,80497);(80019,80520);(80256,82275)"
"[{42, 49, 16218}]","[]",3,1,"(83977,85930)"
"[{42, 49, 16431}]","[]",3,1,"(87343,88169)"
"[{42, 49, 16432}]","[]",3,1,"(87391,88042)"
"[{42, 16011, 16012}]","[]",3,7,"(80346,80851);(80359,82091);(81595,82096);(81601,82102);(81604,82110);(81614,82120);(81631,82134)"
"[{42, 16431, 16432}]","[]",3,1,"(87240,88266)"
"[{49, 16011, 16012}]","[]",3,1,"(79695,82223)"
"[{49, 16431, 16432}]","[]",3,1,"(87107,88430)"
"[{33, 40}]","[]",2,253,"(734,1250);(986,1490);(994,1496);(1253,1759);(1262,2021);(1551,3209);(2785,3285);(4972,7308);(8541,9273);(8782,9296);(9089,9591);(9093,9594);(9107,10716);(12143,12643);(12147,12654);(12162,12671);(12174,13577);(13084,13584);(13109,13609);(13116,13617);(13120,13622);(13128,13628);(13138,13676);(13231,13738);(13664,14231);(15141,15646);(15163,15669);(15173,15674);(15744,17240);(16762,17265);(16822,17322);(16836,17353);(16867,18341);(18691,19260);(18765,19271);(18817,19350);(18865,19928);(19431,20000);(19503,20056);(19945,22095);(22486,22986);(22488,23014);(22532,23040);(22609,23113);(22632,23143);(22671,23233);(22735,25180);(25386,26410);(25912,26430);(25957,26504);(26015,26541);(26052,26706);(26271,26782);(26285,26787);(26434,26937);(26442,26948);(26453,26961);(26468,26972);(26489,27069);(26637,27269);(26782,27285);(26796,27389);(26909,27409);(26911,27420);(26923,27425);(27076,28274);(27776,28368);(27878,28473);(27983,28483);(27993,28503);(28009,28574);(28080,28584);(28088,28636);(28163,28670);(28336,28914);(28416,28979);(30017,32057);(31569,32069);(33534,34094);(33596,34101);(33691,34197);(34418,34927);(34429,34933);(34452,34952);(34471,34979);(34493,36203);(35705,36260);(35765,36267);(35770,36310);(37585,38093);(37628,38132);(37634,38139);(37641,38154);(37660,38167);(37669,39269);(38791,39345);(38885,39838);(39345,39880);(39385,39885);(40839,41343);(40932,41447);(40955,41476);(41556,42089);(41693,42283);(41814,42350);(41857,42371);(41878,43532);(43049,43551);(43054,43557);(43098,43613);(43116,43719);(43222,43736);(43336,43975);(43566,44098);(43612,44117);(43632,44132);(43643,44148);(43653,44156);(43659,44340);(43911,44411);(43929,44429);(43931,44434);(44003,44509);(44012,44537);(45893,46395);(45917,46423);(45925,47165);(46667,47167);(46871,47380);(46884,47389);(46901,47479);(46994,47497);(47004,47522);(47025,47531);(47034,47538);(47063,47589);(47091,47591);(47099,47679);(47186,47689);(47194,47695);(47201,47789);(47331,47843);(47351,47851);(47359,47864);(47366,47871);(47392,47901);(47406,47909);(47426,47932);(47483,48008);(47521,48025);(50170,50675);(50188,50702);(50210,51214);(53250,53912);(53417,53922);(53429,53937);(54268,54774);(54283,54784);(54313,54825);(54378,55018);(54527,55043);(54568,55096);(54612,55169);(54692,55193);(54729,55243);(54854,55363);(54865,55370);(55054,55566);(55146,56025);(55528,56147);(55702,56232);(55757,56326);(55880,56383);(56039,56548);(57623,58175);(57681,58186);(57689,58195);(57697,58205);(57749,58310);(58074,58583);(58088,58623);(58129,60465);(59977,60479);(59986,60486);(60000,60507);(60010,60511);(60567,61077);(60587,61088);(60708,61319);(60823,61489);(61497,62000);(61529,62556);(62063,62571);(62097,63672);(63175,63676);(63181,63681);(63261,63771);(63309,63809);(65163,66171);(65727,66227);(65731,66234);(65897,66403);(65907,66451);(65961,66462);(65982,66498);(66005,66509);(66020,66542);(66057,66557);(66069,67319);(69778,70781);(70284,70800);(70400,70908);(70436,70979);(72605,73173);(72756,73263);(72805,73311);(72986,73488);(72996,74906);(74408,74918);(74427,74930);(76196,77137);(76894,78773);(78280,78782);(79444,80745);(80254,81716);(81224,81836);(81855,82355);(81859,82428);(81944,82475);(82138,82659);(82171,82673);(82818,83319);(82826,83330);(82873,83718);(84475,84979);(84619,85125);(84627,85131);(84636,85248);(84766,85384);(84889,85469);(84973,85475);(84982,85488);(85005,85505);(85026,85529);(85048,85553);(85403,85910);(85420,85921);(85433,85940);(85450,86109);(85614,86133);(86925,87428);(86930,88085);(87589,88163)"
"[{33, 42}]","[]",2,47,"(5775,6283);(5795,6297);(5801,6333);(5844,7002);(9468,9970);(9479,10642);(10148,10667);(17026,17532);(17058,18126);(17632,18142);(20338,20892);(20394,20945);(20453,20965);(20832,21334);(20879,21384);(20893,21394);(20971,21636);(21141,21641);(23603,24105);(23635,24168);(23675,24185);(27479,27984);(30512,31017);(30530,31037);(30571,31083);(30594,31187);(30690,31244);(30755,31257);(30766,31268);(30788,31305);(30808,31338);(31069,31571);(31088,31594);(35123,35651);(35196,35799);(35509,36021);(35534,36038);(73908,74416);(73968,74471);(74008,74512);(74014,74714);(77267,77905);(77638,78196);(80696,81216);(80718,81425);(80958,81458);(80995,81496)"
"[{33, 49}]","[]",2,218,"(984,1497);(1024,1527);(1061,1577);(1197,1704);(1266,1812);(1334,1838);(1350,1854);(1356,1863);(1377,1900);(1440,1944);(1451,1957);(1469,1982);(1486,2021);(1551,2051);(1555,2055);(1580,2109);(1615,2123);(1635,2136);(1638,2764);(2272,2834);(2338,2841);(2966,3469);(2974,3485);(4982,7295);(6822,7324);(7775,8309);(7812,8312);(7823,8333);(7847,8356);(7954,8461);(7967,8552);(8408,8915);(8576,9148);(8652,9156);(8667,9248);(8786,9296);(8869,9379);(8883,9384);(8930,9439);(8974,9475);(8991,9499);(9003,9503);(9008,9557);(9111,9616);(9133,9652);(9154,9679);(9202,9704);(9239,10744);(10247,10747);(11360,11860);(11908,12468);(11971,12478);(12010,12512);(12135,12779);(12292,12792);(12295,12795);(12358,13107);(12617,13139);(12674,13174);(12747,13247);(13379,13909);(13414,13927);(13507,14008);(13511,14308);(15750,18238);(17759,18260);(19096,19617);(19130,19712);(19235,19785);(19287,19814);(20207,21099);(20642,21885);(21389,21913);(21420,21940);(21442,21944);(21452,21956);(21458,21971);(21473,21974);(22680,23191);(22699,23206);(22732,23233);(22735,25187);(25225,25734);(25250,26402);(25907,26408);(25987,26492);(26068,26782);(26812,27923);(27433,27956);(27459,28265);(27790,28329);(27832,28336);(27906,28447);(27953,28460);(29275,29778);(29305,29819);(29321,29994);(29534,30035);(29659,30272);(29781,31974);(31476,31980);(31484,32053);(33399,33902);(33406,33906);(33413,33947);(33470,34161);(33667,34184);(33686,34384);(33889,34414);(33933,34465);(34493,36290);(37455,37979);(37557,38417);(37919,38446);(38019,38569);(38080,38581);(38191,38704);(38208,39019);(38614,39118);(38622,39129);(38640,39151);(38653,39154);(38999,39557);(39072,39578);(39188,39728);(39247,39791);(39293,39794);(39296,39801);(39354,39880);(39385,39898);(39406,39908);(41588,42089);(41686,43283);(42787,43294);(42796,43296);(42802,43307);(42813,43313);(43386,43891);(45138,45656);(45184,45685);(45188,45722);(45800,46303);(45815,46318);(45820,47152);(48646,49225);(50311,50837);(50340,50877);(50406,51265);(50767,51270);(50773,51289);(54210,54716);(54244,54751);(54254,54774);(54283,54796);(54322,54833);(54335,54839);(54373,55608);(55112,55612);(55147,55665);(55205,55881);(55383,55883);(55396,55902);(55404,55994);(57766,60147);(59662,60162);(59675,60186);(60747,61259);(61540,62050);(61553,62063);(61568,62075);(61738,62275);(61791,62293);(62117,62617);(62125,63877);(63379,63900);(63438,63946);(63472,63979);(63481,63984);(63497,64001);(63503,64006);(63516,64026);(65247,66249);(65787,66333);(65847,66364);(65871,66382);(65914,66420);(65986,66544);(66085,66792);(66313,66813);(66319,66856);(66358,66876);(66385,67229);(69730,70233);(69749,70253);(69764,71019);(70531,71036);(70559,71060);(72724,73229);(72964,73465);(72973,74993);(76294,76809);(76314,76837);(76461,76992);(76496,77019);(76523,77137);(76859,78679);(78217,78722);(79492,79992);(79499,81965);(81470,81970);(81475,82139);(81657,82164);(81687,82475);(84192,85412);(84921,85430);(84933,85459);(84962,85465);(86975,88019)"
"[{33, 13042}]","[]",2,3,"(72757,73268);(72777,73287);(73023,74695)"
"[{33, 15833}]","[]",2,7,"(76439,76951);(76461,76989);(76492,76992);(76494,76994);(76498,77000);(76813,77314);(76824,78470)"
"[{33, 16011}]","[]",2,3,"(79715,81716);(81224,81806);(81334,81834)"
"[{33, 16218}]","[]",2,2,"(84139,85244);(84771,85306)"
"[{33, 16431}]","[]",2,1,"(87223,88239)"
"[{33, 16432}]","[]",2,1,"(87353,88219)"
"[{39, 40}]","[]",2,203,"(-217,1962);(1622,2138);(1652,2690);(2193,2695);(2267,2774);(2308,2823);(2326,3395);(3291,3795);(3303,5529);(5604,6116);(5618,6131);(6824,9144);(8761,9268);(9432,9994);(9496,10001);(9511,10019);(10211,12584);(12177,12686);(12240,12752);(12292,12806);(12484,12987);(12511,13015);(12519,13427);(12947,13451);(13075,13595);(13099,14156);(14071,14872);(14377,14883);(14410,14910);(14417,14927);(14437,16602);(16145,16647);(16185,16701);(16223,17196);(17095,18083);(17894,20045);(19549,20053);(19562,20189);(20134,20892);(20484,21548);(21128,21629);(21415,23513);(23116,23678);(23182,24109);(23611,24122);(23631,24133);(23682,24182);(23703,24203);(23705,24206);(23708,24208);(23734,24883);(24979,26695);(26211,26745);(26924,27425);(27317,27823);(27325,27836);(27355,28455);(28302,30691);(30200,30703);(30214,30714);(30741,31255);(30763,31268);(30822,31326);(30941,31446);(30958,32268);(31862,32365);(31875,34490);(35073,35578);(35087,36102);(35766,37841);(37493,37998);(37517,38736);(38460,39606);(39419,39939);(39442,39942);(39457,42175);(41682,42185);(41855,42394);(41907,42911);(42882,43896);(43407,43920);(43424,43926);(43430,43930);(43434,43941);(43462,43963);(43468,43970);(43479,44013);(43546,44210);(43724,45783);(45291,45791);(45294,46271);(45789,46291);(45793,46295);(45798,46303);(45808,46309);(45812,46360);(45863,46365);(45868,46372);(46107,46868);(46391,46902);(46742,47249);(46807,47318);(46821,47738);(47813,48313);(47844,50315);(49819,50342);(49844,50353);(50513,51049);(51117,51852);(51363,51877);(51405,52038);(51544,52083);(52058,52562);(52077,53264);(52770,53330);(52849,54169);(53681,54184);(53846,54362);(53911,54562);(54067,55215);(55124,56146);(55648,56160);(55926,58223);(57758,58291);(57801,58301);(57811,58324);(57833,58447);(58049,59141);(59136,60047);(59815,60321);(59840,60343);(59877,63171);(62799,63313);(62933,63443);(62952,63463);(62968,63870);(63695,66131);(65637,66154);(65657,66164);(65671,66176);(65679,66193);(65700,66208);(65730,66894);(66626,67167);(66686,67621);(67274,67775);(67386,69970);(69908,70591);(70128,70630);(70379,70885);(70396,71561);(71248,71748);(71280,71782);(71284,71788);(71292,72738);(72272,72772);(72349,72850);(72354,72904);(72459,73367);(73384,74927);(74481,74983);(74638,76252);(75754,77748);(77258,77763);(77267,77767);(77274,77775);(78108,80723);(80226,80735);(80242,80749);(80254,80799);(80349,80851);(80353,80860);(80386,80890);(80396,80931);(80471,81240);(81100,82103);(81984,83163);(82666,83169);(82686,83212);(82725,83282);(82784,83295);(82798,83305);(82822,83548);(83052,83842);(83356,83872);(83427,83929);(83438,83975);(83518,84086);(83592,85019);(84527,85039);(84557,85057);(85051,85553);(85055,85557);(85060,85749);(85268,85800);(85302,85808);(85500,86001);(85506,86077);(85621,86123);(85627,86134);(85645,86149);(85658,87925);(87428,88159)"
"[{39, 42}]","[]",2,59,"(46,731);(2594,3133);(2678,3186);(2689,3198);(2708,3249);(2761,3263);(13265,14077);(13599,14107);(17155,17989);(18343,18860);(18391,18898);(18427,18931);(18445,18989);(18499,18999);(18503,19007);(18733,19240);(18742,19242);(18756,19260);(18771,19277);(18780,19287);(18797,19313);(18838,19338);(18872,19379);(18881,19392);(18990,19492);(18998,19499);(19002,19503);(19006,19513);(19054,19557);(20734,21512);(24018,24518);(24030,24541);(24055,24575);(24084,24703);(25766,26281);(27524,28290);(28696,29202);(33215,33718);(33321,33823);(35140,35951);(35455,35967);(35947,36455);(35970,36504);(36017,36517);(36019,36527);(36047,36553);(36071,36831);(36348,36849);(73910,74714);(74916,75419);(77025,77535);(81313,81817);(81343,81845);(81350,81970);(81472,81978);(81482,82054);(81556,82073);(85050,85810);(85328,85832)"
"[{39, 49}]","[]",2,232,"(-125,864);(472,1093);(597,1098);(618,1153);(659,1163);(702,1209);(714,1214);(731,1241);(784,1502);(1945,2457);(1984,2485);(2678,3249);(2756,3263);(3559,4357);(4527,5087);(4599,5255);(4796,5301);(7179,7680);(7206,7708);(7236,7738);(7246,7748);(7260,7824);(7329,7836);(10335,11103);(11045,11558);(11160,11688);(11204,11709);(11285,11800);(11333,11884);(11387,11902);(11452,12000);(11502,12008);(11513,12049);(11572,12214);(11719,12466);(13244,14117);(14916,15470);(14982,15675);(15223,15726);(15274,15983);(15701,16223);(15739,16261);(15770,16274);(15776,16295);(17205,17979);(17904,18415);(17989,19723);(19227,19733);(19296,19800);(21595,22438);(22033,22605);(22120,22625);(23413,23915);(23480,23997);(23963,24776);(24282,24782);(24896,26492);(26011,26521);(27469,28357);(28286,29499);(29002,29511);(29081,30127);(29629,30131);(29634,30134);(29639,30744);(30257,30758);(31101,31606);(31119,31620);(31128,31641);(31151,31678);(31181,31974);(32016,33184);(32718,33219);(32723,33229);(32741,33251);(32803,33305);(32812,34462);(35192,36024);(35913,37153);(36670,37175);(36681,37187);(36854,37811);(37315,37819);(37586,38087);(37592,38482);(37999,38505);(38527,39027);(38530,39467);(38981,39482);(39613,40751);(40664,41164);(40666,41592);(41128,41629);(41957,42463);(42001,42505);(42067,42814);(42316,42850);(42882,43777);(43789,44483);(44002,44502);(44013,44534);(44041,44548);(44050,44553);(44657,45168);(44685,45198);(44705,45211);(44735,45236);(44750,45274);(44787,45289);(44791,45295);(45397,45898);(45405,46116);(47012,47616);(47905,48503);(48012,48516);(48158,49201);(48855,49380);(48883,49391);(48901,49404);(49018,49693);(49196,49721);(49223,49726);(49230,49741);(49432,50178);(49688,50196);(50350,50872);(50375,50891);(50417,50918);(50423,50930);(50452,50973);(52124,52905);(52480,52984);(52508,53014);(52519,53027);(55210,55718);(55242,56043);(56044,57044);(56570,57076);(56578,57078);(56585,57089);(56594,57097);(56601,57137);(57025,57570);(57157,57665);(57223,57835);(57360,57863);(57372,57904);(57407,57909);(57411,57915);(57447,58003);(58188,59032);(58540,59049);(59067,59930);(60074,60578);(60103,60792);(60340,60840);(60453,61069);(60583,61472);(61050,61588);(61111,61625);(61146,61648);(62131,62633);(62135,62648);(62151,62652);(62157,63103);(62610,63110);(62948,63929);(63904,64411);(63916,65516);(65018,65522);(65122,65633);(65464,65969);(65471,65971);(65484,66046);(65550,66062);(65619,66121);(65688,66190);(65700,66204);(65716,66782);(66944,67472);(67537,68038);(67543,68547);(68049,68555);(68058,68584);(68088,68588);(68090,68649);(68164,68687);(68193,68698);(68207,68707);(68524,69641);(70559,71413);(71396,72357);(71881,72386);(71893,72402);(71904,72497);(71999,72543);(72051,72551);(72682,73270);(72792,73300);(73918,74797);(74734,75846);(75450,76005);(75550,76057);(75593,76093);(75602,76116);(75618,76136);(75836,76342);(75848,76364);(76026,76528);(76034,76537);(76248,76763);(76267,76768);(76382,76886);(76406,77006);(76970,77826);(78264,79468);(79051,79560);(79619,80569);(81195,81700);(81217,82060);(82039,83025);(84124,84639);(84163,84672);(84174,84739);(84315,84877);(84388,84890);(84394,84910);(84413,84939);(84457,84967);(84471,85001);(85797,86903);(86408,86914)"
"[{39, 13042}]","[]",2,3,"(72746,73267);(73355,73977);(73927,74673)"
"[{39, 15833}]","[]",2,13,"(76404,77043);(76545,77071);(76574,77116);(76639,77159);(76661,77161);(76684,77188);(76694,77200);(76717,77218);(76724,77224);(76727,77259);(76763,77265);(76767,77783);(77287,77881)"
"[{39, 16011}]","[]",2,11,"(79778,80591);(80095,80597);(80099,80608);(80403,80931);(80436,80950);(80454,81254);(80758,81268);(81122,81631);(81133,81681);(81186,81702);(81206,82064)"
"[{39, 16218}]","[]",2,3,"(84085,84592);(84097,85062);(85147,85666)"
"[{39, 16431}]","[]",2,1,"(87453,88105)"
"[{40, 42}]","[]",2,2,"(-240,38124);(72488,88390)"
"[{40, 49}]","[]",2,1,"(-364,88480)"
"[{40, 176}]","[]",2,1,"(74101,74686)"
"[{40, 226}]","[]",2,2,"(38625,39132);(38634,39367)"
"[{40, 272}]","[]",2,1,"(43078,43609)"
"[{40, 770}]","[]",2,2,"(14112,14965);(14467,14972)"
"[{40, 1035}]","[]",2,1,"(14112,14873)"
"[{40, 1147}]","[]",2,5,"(20840,21396);(20918,21437);(20948,21486);(21052,21560);(21064,21566)"
"[{40, 2239}]","[]",2,4,"(31285,32013);(31525,32049);(31589,32091);(31594,32100)"
"[{40, 8979}]","[]",2,6,"(12682,13191);(12693,13294);(12881,13402);(12904,13409);(12912,14302);(81168,82239)"
"[{40, 12936}]","[]",2,1,"(59030,59542)"
"[{40, 13042}]","[]",2,1,"(72369,75215)"
"[{40, 14387}]","[]",2,1,"(51107,52084)"
"[{40, 15833}]","[]",2,1,"(76062,78727)"
"[{40, 16011}]","[]",2,1,"(79568,82611)"
"[{40, 16012}]","[]",2,1,"(79654,82425)"
"[{40, 16218}]","[]",2,1,"(83395,86320)"
"[{40, 16431}]","[]",2,1,"(87090,88476)"
"[{40, 16432}]","[]",2,1,"(87137,88462)"
"[{42, 49}]","[]",2,11,"(-128,8268);(7775,8276);(7785,8285);(7795,8395);(7899,8402);(7910,8452);(7964,8468);(8075,8584);(8090,14689);(14467,38102);(72530,88270)"
"[{42, 8979}]","[]",2,4,"(13041,13616);(13267,13994);(13643,14161);(81286,82080)"
"[{42, 13042}]","[]",2,1,"(72601,75097)"
"[{42, 15833}]","[]",2,1,"(76235,78666)"
"[{42, 16011}]","[]",2,1,"(79697,82411)"
"[{42, 16012}]","[]",2,2,"(80276,80783);(80314,82169)"
"[{42, 16218}]","[]",2,1,"(83585,86134)"
"[{42, 16431}]","[]",2,1,"(87215,88339)"
"[{42, 16432}]","[]",2,1,"(87240,88270)"
"[{49, 770}]","[]",2,1,"(14239,14741)"
"[{49, 8979}]","[]",2,11,"(13078,13581);(13086,13592);(13172,13674);(13178,13681);(13209,14224);(81292,81797);(81299,81827);(81334,81836);(81348,81982);(81484,81987);(81489,81989)"
"[{49, 12936}]","[]",2,1,"(58518,59961)"
"[{49, 13042}]","[]",2,1,"(72397,75187)"
"[{49, 14387}]","[]",2,1,"(51241,51998)"
"[{49, 15833}]","[]",2,1,"(76073,78707)"
"[{49, 16011}]","[]",2,1,"(79565,82558)"
"[{49, 16012}]","[]",2,2,"(79695,82249);(81752,82280)"
"[{49, 16218}]","[]",2,1,"(83447,86253)"
"[{49, 16431}]","[]",2,1,"(87071,88450)"
"[{49, 16432}]","[]",2,1,"(87107,88431)"
"[{648, 770}]","[]",2,1,"(13965,15095)"
"[{648, 1035}]","[]",2,1,"(14215,14735)"
"[{770, 1035}]","[]",2,1,"(13902,15123)"
"[{8979, 16011}]","[]",2,2,"(81152,81656);(81167,82113)"
"[{16011, 16012}]","[]",2,1,"(79585,82523)"
"[{16431, 16432}]","[]",2,1,"(87035,88545)"
