pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{37, 39, 40, 49}]","[]",4,21,"(11180,11704);(28292,28861);(28292,28861);(29352,30035);(36136,36804);(36547,37170);(37072,37573);(37832,38381);(39854,40356);(41837,42360);(41963,42679);(43731,44342);(48179,49270);(52431,52980);(55336,55883);(56344,56893);(56579,57080);(56890,57547);(67853,68447);(68084,68812);(86029,86815)"
"[{37, 39, 42, 49}]","[]",4,1,"(36294,36804)"
"[{39, 40, 42, 49}]","[]",4,22,"(4,3686);(3319,5482);(5128,6380);(6219,6770);(6708,7209);(7023,9325);(9192,10285);(10155,17219);(17045,24836);(24674,25174);(24831,26845);(26617,30778);(30445,32211);(31919,34658);(34305,34825);(34431,37847);(72767,73620);(73334,78220);(77953,83228);(82935,83796);(83587,87052);(86807,88011)"
"[{39, 40, 42, 111}]","[]",4,3,"(705,1371);(84092,84653);(85102,85649)"
"[{39, 40, 42, 171}]","[]",4,7,"(2484,3028);(18224,19003);(20677,21238);(21810,22566);(23236,23778);(32938,33919);(33514,34034)"
"[{39, 40, 42, 226}]","[]",4,2,"(27534,28337);(35422,36193)"
"[{39, 40, 42, 8979}]","[]",4,2,"(13335,14143);(81372,81876)"
"[{39, 40, 42, 13042}]","[]",4,2,"(73151,73651);(73528,74944)"
"[{39, 40, 42, 15833}]","[]",4,1,"(76440,78320)"
"[{39, 40, 42, 16011}]","[]",4,1,"(79944,82211)"
"[{39, 40, 42, 16012}]","[]",4,2,"(80283,81384);(81117,81974)"
"[{39, 40, 42, 16218}]","[]",4,1,"(83938,86020)"
"[{39, 40, 42, 16431}]","[]",4,1,"(87449,88134)"
"[{39, 40, 42, 16432}]","[]",4,1,"(87449,88134)"
"[{39, 40, 49, 111}]","[]",4,23,"(266,812);(528,1042);(4816,5440);(11627,12260);(27456,28211);(29231,29918);(31070,31709);(31070,31763);(36092,36711);(40897,41433);(49247,49748);(55426,55999);(57070,57600);(61646,62146);(64085,65081);(66956,67462);(68561,69113);(70797,71302);(76495,76995);(79777,80484);(81259,81868);(84047,84653);(85027,85580)"
"[{39, 40, 49, 171}]","[]",4,39,"(2484,3028);(7070,7906);(14683,15417);(15632,16132);(18224,19038);(18924,19445);(21810,22414);(24041,24712);(25346,26282);(28603,29246);(29129,29816);(31371,31891);(31947,32500);(31947,32656);(32938,34103);(36303,36886);(38831,39357);(39764,40730);(40948,41527);(44502,45027);(48130,48748);(49121,49668);(49410,50028);(56988,57872);(60340,60840);(64216,64843);(65849,66400);(66084,66755);(67717,68443);(68693,69193);(69033,69534);(71796,72297);(72433,72986);(74964,76186);(75842,76386);(79081,79657);(79389,79895);(81321,81876);(83587,84377)"
"[{39, 40, 49, 226}]","[]",4,1,"(38780,39550)"
"[{39, 40, 49, 272}]","[]",4,1,"(43097,43699)"
"[{39, 40, 49, 311}]","[]",4,1,"(13271,13791)"
"[{39, 40, 49, 8979}]","[]",4,1,"(13335,14143)"
"[{39, 40, 49, 12936}]","[]",4,1,"(59397,59900)"
"[{39, 40, 49, 13042}]","[]",4,1,"(72764,74893)"
"[{39, 40, 49, 14387}]","[]",4,1,"(51342,51906)"
"[{39, 40, 49, 15833}]","[]",4,1,"(76440,78220)"
"[{39, 40, 49, 16011}]","[]",4,1,"(79944,82211)"
"[{39, 40, 49, 16012}]","[]",4,2,"(79946,81202);(81117,81807)"
"[{39, 40, 49, 16218}]","[]",4,1,"(83756,86020)"
"[{39, 40, 49, 16431}]","[]",4,1,"(87449,88002)"
"[{39, 40, 49, 16432}]","[]",4,1,"(87449,88002)"
"[{39, 40, 111, 15833}]","[]",4,1,"(76440,77454)"
"[{39, 40, 111, 16011}]","[]",4,1,"(81259,81760)"
"[{39, 40, 111, 16218}]","[]",4,2,"(84092,84630);(85027,85623)"
"[{39, 40, 111, 16431}]","[]",4,1,"(87449,88022)"
"[{39, 40, 111, 16432}]","[]",4,1,"(87449,88022)"
"[{39, 40, 171, 16011}]","[]",4,1,"(81321,81876)"
"[{39, 40, 176, 13042}]","[]",4,1,"(74091,74633)"
"[{39, 40, 770, 1035}]","[]",4,1,"(14013,14804)"
"[{39, 40, 8979, 16011}]","[]",4,2,"(79947,80553);(81297,81876)"
"[{39, 40, 16011, 16012}]","[]",4,1,"(79946,82193)"
"[{39, 40, 16431, 16432}]","[]",4,1,"(87449,88140)"
"[{39, 42, 49, 111}]","[]",4,2,"(25795,26386);(79896,80515)"
"[{39, 42, 49, 171}]","[]",4,3,"(18391,18945);(20677,21238);(21810,22414)"
"[{39, 42, 49, 8979}]","[]",4,1,"(13335,14143)"
"[{39, 42, 49, 13042}]","[]",4,2,"(73528,74078);(73723,74926)"
"[{39, 42, 49, 15833}]","[]",4,1,"(76440,78220)"
"[{39, 42, 49, 16011}]","[]",4,2,"(79944,81476);(81104,82211)"
"[{39, 42, 49, 16012}]","[]",4,2,"(79946,80553);(80450,81010)"
"[{39, 42, 49, 16218}]","[]",4,1,"(84064,86020)"
"[{39, 42, 49, 16431}]","[]",4,1,"(87449,88002)"
"[{39, 42, 49, 16432}]","[]",4,1,"(87449,88002)"
"[{39, 42, 8979, 16011}]","[]",4,1,"(81384,81982)"
"[{39, 42, 16011, 16012}]","[]",4,3,"(79946,80553);(80163,81478);(81117,81974)"
"[{39, 42, 16431, 16432}]","[]",4,1,"(87449,88134)"
"[{39, 49, 111, 15833}]","[]",4,1,"(76495,76995)"
"[{39, 49, 111, 16011}]","[]",4,2,"(79944,80515);(81259,81760)"
"[{39, 49, 8979, 16011}]","[]",4,1,"(79947,80553)"
"[{39, 49, 16011, 16012}]","[]",4,2,"(79946,81202);(81117,81807)"
"[{39, 49, 16431, 16432}]","[]",4,1,"(87449,88132)"
"[{39, 111, 16431, 16432}]","[]",4,1,"(87449,88022)"
"[{40, 42, 49, 66}]","[]",4,19,"(13409,14132);(17045,17999);(20432,21342);(21050,21803);(24148,25014);(28097,28632);(30943,31660);(31237,31839);(31521,32186);(34728,35375);(35213,35864);(35702,36202);(73274,73990);(77170,77701);(77584,78698);(80636,81201);(80886,81906);(84409,85151);(84778,85414)"
"[{40, 42, 49, 77}]","[]",4,1,"(23568,24452)"
"[{40, 42, 49, 90}]","[]",4,9,"(27541,28355);(27982,28482);(28341,28844);(35313,35868);(72767,73616);(73424,74951);(74679,75591);(77412,78718);(84710,85308)"
"[{40, 42, 49, 104}]","[]",4,1,"(16683,17942)"
"[{40, 42, 49, 171}]","[]",4,1,"(18391,18891)"
"[{40, 42, 49, 176}]","[]",4,3,"(73079,73607);(73450,74032);(73786,74803)"
"[{40, 42, 49, 201}]","[]",4,2,"(16934,17504);(17265,18130)"
"[{40, 42, 49, 226}]","[]",4,10,"(2415,3474);(9470,10195);(17054,18160);(20794,21727);(23924,24953);(27241,28519);(31028,32199);(35322,36227);(74107,74929);(84808,86291)"
"[{40, 42, 49, 271}]","[]",4,2,"(24138,24776);(35364,36015)"
"[{40, 42, 49, 272}]","[]",4,2,"(24138,24831);(35377,36097)"
"[{40, 42, 49, 298}]","[]",4,1,"(20612,21141)"
"[{40, 42, 49, 311}]","[]",4,11,"(2829,3400);(3250,3810);(6257,6770);(6381,6963);(9288,10171);(13116,14068);(20785,21426);(35171,35783);(35503,36179);(77089,77701);(84509,85202)"
"[{40, 42, 49, 353}]","[]",4,1,"(6287,6812)"
"[{40, 42, 49, 390}]","[]",4,1,"(34594,36227)"
"[{40, 42, 49, 414}]","[]",4,3,"(72767,73510);(73869,74866);(84653,85548)"
"[{40, 42, 49, 433}]","[]",4,1,"(27382,28065)"
"[{40, 42, 49, 476}]","[]",4,2,"(17182,18047);(84862,85531)"
"[{40, 42, 49, 545}]","[]",4,1,"(23535,24287)"
"[{40, 42, 49, 593}]","[]",4,1,"(27280,28063)"
"[{40, 42, 49, 648}]","[]",4,1,"(14232,14732)"
"[{40, 42, 49, 770}]","[]",4,1,"(14224,14858)"
"[{40, 42, 49, 1035}]","[]",4,1,"(14224,14858)"
"[{40, 42, 49, 1147}]","[]",4,2,"(9592,10457);(20278,21885)"
"[{40, 42, 49, 1394}]","[]",4,1,"(20769,21696)"
"[{40, 42, 49, 2239}]","[]",4,6,"(23937,24640);(30704,31251);(31028,32211);(35403,36298);(74154,74679);(81130,82168)"
"[{40, 42, 49, 2959}]","[]",4,1,"(81450,82095)"
"[{40, 42, 49, 8979}]","[]",4,3,"(11935,12715);(12702,14150);(80413,82285)"
"[{40, 42, 49, 9502}]","[]",4,1,"(17054,17574)"
"[{40, 42, 49, 9556}]","[]",4,1,"(16626,17195)"
"[{40, 42, 49, 10171}]","[]",4,1,"(20818,21393)"
"[{40, 42, 49, 10424}]","[]",4,2,"(77753,78253);(77819,78346)"
"[{40, 42, 49, 13042}]","[]",4,1,"(72767,74951)"
"[{40, 42, 49, 14099}]","[]",4,2,"(80880,81447);(81172,81936)"
"[{40, 42, 49, 15619}]","[]",4,1,"(74150,74885)"
"[{40, 42, 49, 15833}]","[]",4,1,"(76440,78370)"
"[{40, 42, 49, 16011}]","[]",4,1,"(79944,82254)"
"[{40, 42, 49, 16012}]","[]",4,1,"(79946,82254)"
"[{40, 42, 49, 16218}]","[]",4,1,"(83756,86020)"
"[{40, 42, 49, 16431}]","[]",4,1,"(87449,88150)"
"[{40, 42, 49, 16432}]","[]",4,1,"(87449,88150)"
"[{40, 42, 66, 15833}]","[]",4,1,"(77221,78370)"
"[{40, 42, 66, 16011}]","[]",4,2,"(80636,81201);(80886,81472)"
"[{40, 42, 66, 16218}]","[]",4,1,"(84409,84950)"
"[{40, 42, 90, 13042}]","[]",4,2,"(73528,74047);(73847,74601)"
"[{40, 42, 90, 15833}]","[]",4,1,"(77772,78318)"
"[{40, 42, 176, 13042}]","[]",4,2,"(72981,73895);(73786,74816)"
"[{40, 42, 226, 13042}]","[]",4,1,"(74204,74732)"
"[{40, 42, 226, 15833}]","[]",4,1,"(77697,78277)"
"[{40, 42, 226, 16218}]","[]",4,1,"(84701,85997)"
"[{40, 42, 271, 272}]","[]",4,2,"(24138,24678);(35377,35895)"
"[{40, 42, 271, 8979}]","[]",4,1,"(81227,81938)"
"[{40, 42, 311, 15833}]","[]",4,1,"(77201,77701)"
"[{40, 42, 414, 13042}]","[]",4,1,"(73869,74866)"
"[{40, 42, 582, 15833}]","[]",4,1,"(77323,78042)"
"[{40, 42, 648, 770}]","[]",4,1,"(14232,14802)"
"[{40, 42, 767, 16011}]","[]",4,1,"(80519,81019)"
"[{40, 42, 770, 1035}]","[]",4,1,"(14224,14858)"
"[{40, 42, 1147, 3617}]","[]",4,1,"(20840,21598)"
"[{40, 42, 2239, 16011}]","[]",4,1,"(81130,81861)"
"[{40, 42, 2239, 16012}]","[]",4,1,"(81287,81861)"
"[{40, 42, 4345, 13042}]","[]",4,1,"(73499,74204)"
"[{40, 42, 5283, 15833}]","[]",4,1,"(77460,78012)"
"[{40, 42, 8979, 16011}]","[]",4,1,"(80398,82206)"
"[{40, 42, 8979, 16012}]","[]",4,2,"(80553,81478);(81115,81861)"
"[{40, 42, 14099, 16011}]","[]",4,1,"(80880,81390)"
"[{40, 42, 16011, 16012}]","[]",4,1,"(79946,82306)"
"[{40, 42, 16156, 16218}]","[]",4,1,"(84805,85305)"
"[{40, 42, 16431, 16432}]","[]",4,1,"(87449,88150)"
"[{40, 49, 66, 15833}]","[]",4,1,"(77251,78371)"
"[{40, 49, 66, 16011}]","[]",4,1,"(80287,81625)"
"[{40, 49, 66, 16012}]","[]",4,2,"(80287,80886);(80636,81175)"
"[{40, 49, 66, 16218}]","[]",4,1,"(84361,85465)"
"[{40, 49, 79, 16431}]","[]",4,1,"(87449,87972)"
"[{40, 49, 90, 13042}]","[]",4,1,"(72764,74726)"
"[{40, 49, 90, 15833}]","[]",4,2,"(77453,78025);(77771,78318)"
"[{40, 49, 90, 16011}]","[]",4,1,"(80473,80976)"
"[{40, 49, 176, 13042}]","[]",4,1,"(72790,74803)"
"[{40, 49, 226, 272}]","[]",4,1,"(70736,71279)"
"[{40, 49, 226, 2239}]","[]",4,1,"(31251,31861)"
"[{40, 49, 226, 13042}]","[]",4,1,"(74204,74732)"
"[{40, 49, 226, 16218}]","[]",4,2,"(84691,85698);(85332,85833)"
"[{40, 49, 271, 272}]","[]",4,1,"(42838,43767)"
"[{40, 49, 311, 15833}]","[]",4,1,"(77191,77970)"
"[{40, 49, 311, 16218}]","[]",4,2,"(84295,84795);(84509,85202)"
"[{40, 49, 406, 10516}]","[]",4,1,"(74272,74915)"
"[{40, 49, 414, 13042}]","[]",4,2,"(73579,74117);(73693,74866)"
"[{40, 49, 414, 16218}]","[]",4,1,"(84805,85305)"
"[{40, 49, 476, 16218}]","[]",4,1,"(84862,85531)"
"[{40, 49, 582, 15833}]","[]",4,1,"(77323,78220)"
"[{40, 49, 648, 770}]","[]",4,1,"(14232,15023)"
"[{40, 49, 767, 16011}]","[]",4,3,"(80519,81019);(80691,81211);(80950,81473)"
"[{40, 49, 770, 1035}]","[]",4,1,"(14013,14887)"
"[{40, 49, 809, 16218}]","[]",4,1,"(84499,85057)"
"[{40, 49, 810, 16218}]","[]",4,1,"(84563,85305)"
"[{40, 49, 914, 15833}]","[]",4,1,"(76440,77135)"
"[{40, 49, 2239, 5730}]","[]",4,1,"(31418,31987)"
"[{40, 49, 2239, 16011}]","[]",4,1,"(81130,81959)"
"[{40, 49, 2959, 16011}]","[]",4,2,"(80445,81215);(81137,81637)"
"[{40, 49, 2959, 16012}]","[]",4,1,"(80636,81169)"
"[{40, 49, 3760, 16218}]","[]",4,1,"(84834,85413)"
"[{40, 49, 4345, 13042}]","[]",4,1,"(73352,74204)"
"[{40, 49, 7206, 16218}]","[]",4,1,"(83756,84409)"
"[{40, 49, 8979, 16011}]","[]",4,1,"(79947,82323)"
"[{40, 49, 8979, 16012}]","[]",4,3,"(80080,80694);(80522,81356);(81336,82198)"
"[{40, 49, 10424, 15833}]","[]",4,1,"(76440,77511)"
"[{40, 49, 14099, 16011}]","[]",4,4,"(80207,80720);(80608,81172);(80851,81390);(81172,82021)"
"[{40, 49, 14099, 16218}]","[]",4,1,"(84647,85310)"
"[{40, 49, 16011, 16012}]","[]",4,1,"(79946,82323)"
"[{40, 49, 16431, 16432}]","[]",4,1,"(87449,88150)"
"[{40, 66, 16011, 16012}]","[]",4,2,"(80287,81179);(80886,81472)"
"[{40, 79, 16431, 16432}]","[]",4,1,"(87449,88007)"
"[{40, 111, 16431, 16432}]","[]",4,1,"(87449,88022)"
"[{40, 439, 16431, 16432}]","[]",4,1,"(87644,88150)"
"[{40, 648, 770, 1035}]","[]",4,1,"(14232,14887)"
"[{40, 2239, 16011, 16012}]","[]",4,1,"(81287,81861)"
"[{40, 2959, 16011, 16012}]","[]",4,1,"(80445,81137)"
"[{40, 8979, 16011, 16012}]","[]",4,1,"(79947,82323)"
"[{40, 14099, 16011, 16012}]","[]",4,1,"(80243,81021)"
"[{42, 49, 66, 15833}]","[]",4,1,"(77584,78370)"
"[{42, 49, 66, 16218}]","[]",4,1,"(84778,85414)"
"[{42, 49, 90, 13042}]","[]",4,1,"(73847,74468)"
"[{42, 49, 90, 15833}]","[]",4,2,"(77077,77860);(77772,78318)"
"[{42, 49, 176, 13042}]","[]",4,2,"(73079,73607);(73783,74849)"
"[{42, 49, 226, 16218}]","[]",4,1,"(84808,85698)"
"[{42, 49, 311, 15833}]","[]",4,1,"(77201,77701)"
"[{42, 49, 414, 13042}]","[]",4,1,"(73869,74732)"
"[{42, 49, 414, 16218}]","[]",4,1,"(84805,85305)"
"[{42, 49, 648, 770}]","[]",4,1,"(14232,14732)"
"[{42, 49, 770, 1035}]","[]",4,1,"(14340,14858)"
"[{42, 49, 2239, 8979}]","[]",4,1,"(81487,81989)"
"[{42, 49, 2239, 16011}]","[]",4,1,"(81130,81860)"
"[{42, 49, 5283, 15833}]","[]",4,1,"(77460,78123)"
"[{42, 49, 8979, 16011}]","[]",4,1,"(80553,82206)"
"[{42, 49, 8979, 16012}]","[]",4,2,"(80843,81487);(81336,81844)"
"[{42, 49, 14099, 16011}]","[]",4,2,"(80511,81019);(81172,81772)"
"[{42, 49, 16011, 16012}]","[]",4,1,"(79946,82300)"
"[{42, 49, 16431, 16432}]","[]",4,1,"(87449,88150)"
"[{42, 648, 770, 1035}]","[]",4,1,"(14232,14802)"
"[{42, 8979, 16011, 16012}]","[]",4,1,"(80553,81861)"
"[{49, 66, 16011, 16012}]","[]",4,2,"(80247,81192);(80886,81472)"
"[{49, 79, 16431, 16432}]","[]",4,1,"(87449,88007)"
"[{49, 648, 770, 1035}]","[]",4,1,"(14232,14834)"
"[{49, 2959, 16011, 16012}]","[]",4,1,"(80445,81169)"
"[{49, 8979, 16011, 16012}]","[]",4,1,"(79947,82158)"
"[{49, 14099, 16011, 16012}]","[]",4,1,"(80511,81021)"
"[{49, 16011, 16012, 16014}]","[]",4,1,"(80127,80689)"
"[{10, 40, 49}]","[]",3,2,"(17206,17951);(35097,35638)"
"[{19, 40, 42}]","[]",3,2,"(20504,21050);(77533,78370)"
"[{19, 40, 49}]","[]",3,3,"(20555,21167);(76259,77207);(77701,78497)"
"[{19, 40, 15833}]","[]",3,2,"(76440,77010);(77323,78370)"
"[{19, 42, 15833}]","[]",3,1,"(77323,78370)"
"[{19, 49, 15833}]","[]",3,2,"(76440,76981);(77701,78370)"
"[{33, 39, 40}]","[]",3,100,"(692,1919);(1484,1985);(1636,2682);(2387,2895);(2682,3400);(3194,3945);(4284,4784);(4481,5294);(5059,5565);(5482,6357);(7676,8468);(8242,9245);(11072,11780);(11351,11851);(11481,11994);(12600,13318);(14948,15876);(15619,16600);(16169,17183);(17183,18315);(18315,20186);(19863,20363);(19931,20650);(20939,21804);(21430,22000);(22378,24921);(25360,26588);(27115,27616);(27312,28406);(28406,29619);(29402,30044);(29763,30778);(30445,30946);(31197,32218);(32902,33402);(32973,34373);(34971,36004);(35926,36426);(36004,37281);(36848,37673);(37541,38582);(38527,39027);(38558,39543);(39543,40112);(40555,41080);(40846,41864);(42126,43051);(42642,43219);(42984,43504);(43380,43952);(43661,44768);(44460,45438);(45024,45524);(45147,45673);(45392,46095);(45803,46320);(45945,46849);(46550,47686);(48765,49270);(48985,49697);(49270,49770);(50344,51168);(51011,52165);(52484,53141);(52992,54142);(54284,54980);(54592,55112);(55112,56073);(56494,57005);(56890,57421);(57791,58344);(58123,58999);(59374,60197);(59822,60816);(60550,61698);(61360,62487);(62149,63675);(64291,65035);(65251,66119);(65805,66823);(66485,67418);(67718,68498);(68184,68691);(68678,69301);(69029,69964);(69964,70848);(72414,73334);(73030,73774);(73616,75050);(76246,76971);(76904,77865);(78320,79317);(79584,81259);(80818,81855);(82211,82848);(82550,83072);(82745,83579);(85548,86366);(87010,87864);(87475,88123)"
"[{33, 39, 42}]","[]",3,32,"(998,1636);(1919,2682);(2387,3333);(5503,6357);(7955,8642);(8274,8830);(8642,9192);(15094,15862);(15619,16507);(17183,17940);(19013,19692);(20013,20703);(20916,21696);(23236,24338);(24074,24712);(25604,26260);(26091,26596);(26962,27534);(27534,28145);(29129,29630);(31288,32069);(33402,34233);(33859,34359);(35250,36004);(36369,36936);(36590,37091);(37029,37541);(73723,74722);(78374,78964);(79584,80302);(80703,81573);(85053,85649)"
"[{33, 39, 49}]","[]",3,71,"(557,1762);(1754,2682);(2387,2895);(2682,3293);(3400,4104);(3777,4322);(4541,5294);(5471,6357);(10393,10894);(11075,11663);(11351,11994);(14950,15884);(16370,17183);(17183,17940);(19038,19863);(19931,20804);(20916,21804);(22414,22975);(22843,24921);(25330,26318);(25935,26678);(27456,28471);(28406,29619);(29805,30946);(31263,31842);(32885,33402);(33007,34248);(35186,35997);(36265,37085);(36900,37802);(37486,38558);(40817,41451);(41080,41741);(41314,42088);(41741,42991);(43393,43934);(43878,44502);(44768,46095);(46095,46816);(46550,47091);(46797,47532);(48603,49270);(48836,49336);(49160,50344);(50248,51168);(53086,53750);(54980,55548);(55112,55612);(55277,55896);(57788,58999);(59168,59965);(60785,61373);(61091,61698);(61360,62056);(62355,63778);(64343,64843);(64473,64974);(64683,65428);(65064,66844);(66485,67008);(68590,69141);(69025,69964);(69964,70515);(72664,73972);(73616,74956);(74542,75043);(76303,76928);(76904,77865);(79584,81790);(83042,83660);(87010,87662)"
"[{33, 39, 13042}]","[]",3,3,"(72764,73277);(73277,73995);(73616,74580)"
"[{33, 39, 15833}]","[]",3,1,"(76904,77854)"
"[{33, 39, 16011}]","[]",3,6,"(79944,80688);(80283,80975);(80662,81259);(80817,81317);(80975,81672);(81259,81774)"
"[{33, 39, 16218}]","[]",3,2,"(83756,84272);(83986,84691)"
"[{33, 40, 42}]","[]",3,17,"(3,912);(543,4481);(4271,4784);(4443,7698);(7367,14615);(14804,18447);(18227,22414);(22057,25375);(25239,32413);(32902,37847);(72767,75375);(75036,75653);(75375,75918);(75751,79263);(79144,83620);(83518,86492);(86207,88093)"
"[{33, 40, 49}]","[]",3,1,"(4,88123)"
"[{33, 40, 90}]","[]",3,4,"(46750,47289);(73486,74091);(73847,74468);(74091,74601)"
"[{33, 40, 176}]","[]",3,3,"(73223,73919);(73714,74214);(74091,74601)"
"[{33, 40, 226}]","[]",3,3,"(9470,10044);(27483,28070);(38618,39543)"
"[{33, 40, 311}]","[]",3,1,"(9470,10146)"
"[{33, 40, 353}]","[]",3,1,"(5833,6385)"
"[{33, 40, 390}]","[]",3,3,"(35040,35540);(35148,36009);(42070,42895)"
"[{33, 40, 1047}]","[]",3,1,"(12408,13084)"
"[{33, 40, 1147}]","[]",3,1,"(20699,21564)"
"[{33, 40, 4345}]","[]",3,1,"(73499,74050)"
"[{33, 40, 8979}]","[]",3,4,"(12501,13052);(12795,14146);(79947,80553);(80806,82054)"
"[{33, 40, 12936}]","[]",3,2,"(58574,59899);(60280,60780)"
"[{33, 40, 13042}]","[]",3,1,"(72764,74908)"
"[{33, 40, 14099}]","[]",3,1,"(80510,81060)"
"[{33, 40, 14387}]","[]",3,1,"(50249,50884)"
"[{33, 40, 15833}]","[]",3,1,"(76440,78370)"
"[{33, 40, 16011}]","[]",3,1,"(79944,82270)"
"[{33, 40, 16012}]","[]",3,1,"(79946,82001)"
"[{33, 40, 16218}]","[]",3,1,"(83756,86006)"
"[{33, 40, 16431}]","[]",3,1,"(87449,88093)"
"[{33, 40, 16432}]","[]",3,1,"(87449,88093)"
"[{33, 42, 49}]","[]",3,22,"(705,1444);(1324,4322);(4443,7538);(7980,11232);(11066,14615);(14950,18423);(18232,18850);(18850,22414);(22057,22691);(22540,25375);(25195,28984);(28691,32394);(32885,37847);(72767,75375);(75101,75601);(75591,78964);(78582,79170);(79170,82754);(82754,83463);(83373,84318);(84017,86330);(86673,88093)"
"[{33, 42, 90}]","[]",3,1,"(73847,74394)"
"[{33, 42, 311}]","[]",3,1,"(9584,10122)"
"[{33, 42, 1147}]","[]",3,1,"(20630,21564)"
"[{33, 42, 8979}]","[]",3,3,"(12795,13558);(13278,13879);(81200,82054)"
"[{33, 42, 13042}]","[]",3,1,"(72767,74926)"
