pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{40, 42, 49}]","[]",3,102,"(-75,376);(386,387);(475,512);(542,543);(594,595);(597,598);(600,601);(618,719);(728,820);(824,1177);(1197,1197);(1219,1228);(1354,1378);(1381,1393);(1713,3493);(3498,3499);(3893,3957);(4135,4144);(4150,4152);(4258,4261);(4263,4395);(4399,4473);(4488,4587);(4617,4631);(4668,4672);(4680,4695);(4703,4755);(4826,4836);(4894,4899);(4905,6889);(6898,6934);(7017,7018);(7047,7061);(7074,7324);(7337,7341);(7353,7418);(7421,7422);(7429,7547);(7552,7570);(8393,8423);(8445,8642);(8650,10910);(10922,14143);(14669,14670);(14681,14707);(14718,14718);(14804,14804);(14852,14858);(14863,14899);(14908,15831);(15870,15871);(15876,15878);(15892,16071);(16073,16077);(16084,16107);(16116,16122);(16126,16128);(16147,18280);(18287,18288);(18718,21972);(21976,21983);(21999,21999);(22066,22067);(22070,25987);(26097,26098);(26371,26386);(26394,26414);(26428,26430);(26449,26449);(26452,26495);(26522,26533);(26544,26559);(26586,28970);(28981,28984);(28987,29017);(29026,29026);(29099,29129);(29267,29929);(29935,30239);(30255,30263);(30268,30268);(30278,30318);(30320,30335);(30339,32660);(32672,32676);(32733,36655);(36667,36694);(36697,36717);(36726,36745);(36752,36764);(36773,37529);(72601,75755);(75758,75765);(75776,75776);(75787,79062);(79085,82558);(82708,82710);(82749,82753);(82846,83346);(83349,83351);(83633,83647);(83649,87679)"
"[{40, 42, 8979}]","[]",3,3,"(13333,13335);(13337,13467);(81438,81450)"
"[{40, 42, 13042}]","[]",3,1,"(72668,74546)"
"[{40, 42, 15833}]","[]",3,1,"(76304,78133)"
"[{40, 42, 16011}]","[]",3,1,"(79842,81892)"
"[{40, 42, 16012}]","[]",3,6,"(80484,80500);(80508,80608);(80615,80751);(80836,80846);(81248,81563);(81573,81578)"
"[{40, 42, 16218}]","[]",3,1,"(83674,85588)"
"[{40, 42, 16431}]","[]",3,1,"(87353,87702)"
"[{40, 42, 16432}]","[]",3,1,"(87399,87674)"
"[{40, 49, 8979}]","[]",3,2,"(13229,13243);(13258,13692)"
"[{40, 49, 13042}]","[]",3,1,"(72466,74608)"
"[{40, 49, 15833}]","[]",3,1,"(76126,78182)"
"[{40, 49, 16011}]","[]",3,1,"(79619,82000)"
"[{40, 49, 16012}]","[]",3,1,"(79745,81579)"
"[{40, 49, 16218}]","[]",3,1,"(83501,85645)"
"[{40, 49, 16431}]","[]",3,1,"(87174,87801)"
"[{40, 49, 16432}]","[]",3,1,"(87230,87793)"
"[{40, 8979, 16011}]","[]",3,3,"(81332,81336);(81355,81356);(81361,81500)"
"[{40, 16011, 16012}]","[]",3,1,"(79654,81906)"
"[{40, 16431, 16432}]","[]",3,1,"(87137,87956)"
"[{42, 49, 13042}]","[]",3,4,"(72719,72849);(72877,72888);(72980,72981);(72996,74475)"
"[{42, 49, 15833}]","[]",3,3,"(76373,76610);(76617,76617);(76893,78045)"
"[{42, 49, 16011}]","[]",3,3,"(79870,79997);(80019,80020);(80256,81775)"
"[{42, 49, 16218}]","[]",3,1,"(83977,85430)"
"[{42, 49, 16431}]","[]",3,1,"(87343,87669)"
"[{42, 49, 16432}]","[]",3,1,"(87391,87542)"
"[{42, 16011, 16012}]","[]",3,7,"(80346,80351);(80359,81591);(81595,81596);(81601,81602);(81604,81610);(81614,81620);(81631,81634)"
"[{42, 16431, 16432}]","[]",3,1,"(87240,87766)"
"[{49, 16011, 16012}]","[]",3,1,"(79695,81723)"
"[{49, 16431, 16432}]","[]",3,1,"(87107,87930)"
"[{33, 40}]","[]",2,253,"(734,750);(986,990);(994,996);(1253,1259);(1262,1521);(1551,2709);(2785,2785);(4972,6808);(8541,8773);(8782,8796);(9089,9091);(9093,9094);(9107,10216);(12143,12143);(12147,12154);(12162,12171);(12174,13077);(13084,13084);(13109,13109);(13116,13117);(13120,13122);(13128,13128);(13138,13176);(13231,13238);(13664,13731);(15141,15146);(15163,15169);(15173,15174);(15744,16740);(16762,16765);(16822,16822);(16836,16853);(16867,17841);(18691,18760);(18765,18771);(18817,18850);(18865,19428);(19431,19500);(19503,19556);(19945,21595);(22486,22486);(22488,22514);(22532,22540);(22609,22613);(22632,22643);(22671,22733);(22735,24680);(25386,25910);(25912,25930);(25957,26004);(26015,26041);(26052,26206);(26271,26282);(26285,26287);(26434,26437);(26442,26448);(26453,26461);(26468,26472);(26489,26569);(26637,26769);(26782,26785);(26796,26889);(26909,26909);(26911,26920);(26923,26925);(27076,27774);(27776,27868);(27878,27973);(27983,27983);(27993,28003);(28009,28074);(28080,28084);(28088,28136);(28163,28170);(28336,28414);(28416,28479);(30017,31557);(31569,31569);(33534,33594);(33596,33601);(33691,33697);(34418,34427);(34429,34433);(34452,34452);(34471,34479);(34493,35703);(35705,35760);(35765,35767);(35770,35810);(37585,37593);(37628,37632);(37634,37639);(37641,37654);(37660,37667);(37669,38769);(38791,38845);(38885,39338);(39345,39380);(39385,39385);(40839,40843);(40932,40947);(40955,40976);(41556,41589);(41693,41783);(41814,41850);(41857,41871);(41878,43032);(43049,43051);(43054,43057);(43098,43113);(43116,43219);(43222,43236);(43336,43475);(43566,43598);(43612,43617);(43632,43632);(43643,43648);(43653,43656);(43659,43840);(43911,43911);(43929,43929);(43931,43934);(44003,44009);(44012,44037);(45893,45895);(45917,45923);(45925,46665);(46667,46667);(46871,46880);(46884,46889);(46901,46979);(46994,46997);(47004,47022);(47025,47031);(47034,47038);(47063,47089);(47091,47091);(47099,47179);(47186,47189);(47194,47195);(47201,47289);(47331,47343);(47351,47351);(47359,47364);(47366,47371);(47392,47401);(47406,47409);(47426,47432);(47483,47508);(47521,47525);(50170,50175);(50188,50202);(50210,50714);(53250,53412);(53417,53422);(53429,53437);(54268,54274);(54283,54284);(54313,54325);(54378,54518);(54527,54543);(54568,54596);(54612,54669);(54692,54693);(54729,54743);(54854,54863);(54865,54870);(55054,55066);(55146,55525);(55528,55647);(55702,55732);(55757,55826);(55880,55883);(56039,56048);(57623,57675);(57681,57686);(57689,57695);(57697,57705);(57749,57810);(58074,58083);(58088,58123);(58129,59965);(59977,59979);(59986,59986);(60000,60007);(60010,60011);(60567,60577);(60587,60588);(60708,60819);(60823,60989);(61497,61500);(61529,62056);(62063,62071);(62097,63172);(63175,63176);(63181,63181);(63261,63271);(63309,63309);(65163,65671);(65727,65727);(65731,65734);(65897,65903);(65907,65951);(65961,65962);(65982,65998);(66005,66009);(66020,66042);(66057,66057);(66069,66819);(69778,70281);(70284,70300);(70400,70408);(70436,70479);(72605,72673);(72756,72763);(72805,72811);(72986,72988);(72996,74406);(74408,74418);(74427,74430);(76196,76637);(76894,78273);(78280,78282);(79444,80245);(80254,81216);(81224,81336);(81855,81855);(81859,81928);(81944,81975);(82138,82159);(82171,82173);(82818,82819);(82826,82830);(82873,83218);(84475,84479);(84619,84625);(84627,84631);(84636,84748);(84766,84884);(84889,84969);(84973,84975);(84982,84988);(85005,85005);(85026,85029);(85048,85053);(85403,85410);(85420,85421);(85433,85440);(85450,85609);(85614,85633);(86925,86928);(86930,87585);(87589,87663)"
"[{33, 42}]","[]",2,47,"(5775,5783);(5795,5797);(5801,5833);(5844,6502);(9468,9470);(9479,10142);(10148,10167);(17026,17032);(17058,17626);(17632,17642);(20338,20392);(20394,20445);(20453,20465);(20832,20834);(20879,20884);(20893,20894);(20971,21136);(21141,21141);(23603,23605);(23635,23668);(23675,23685);(27479,27484);(30512,30517);(30530,30537);(30571,30583);(30594,30687);(30690,30744);(30755,30757);(30766,30768);(30788,30805);(30808,30838);(31069,31071);(31088,31094);(35123,35151);(35196,35299);(35509,35521);(35534,35538);(73908,73916);(73968,73971);(74008,74012);(74014,74214);(77267,77405);(77638,77696);(80696,80716);(80718,80925);(80958,80958);(80995,80996)"
"[{33, 49}]","[]",2,218,"(984,997);(1024,1027);(1061,1077);(1197,1204);(1266,1312);(1334,1338);(1350,1354);(1356,1363);(1377,1400);(1440,1444);(1451,1457);(1469,1482);(1486,1521);(1551,1551);(1555,1555);(1580,1609);(1615,1623);(1635,1636);(1638,2264);(2272,2334);(2338,2341);(2966,2969);(2974,2985);(4982,6795);(6822,6824);(7775,7809);(7812,7812);(7823,7833);(7847,7856);(7954,7961);(7967,8052);(8408,8415);(8576,8648);(8652,8656);(8667,8748);(8786,8796);(8869,8879);(8883,8884);(8930,8939);(8974,8975);(8991,8999);(9003,9003);(9008,9057);(9111,9116);(9133,9152);(9154,9179);(9202,9204);(9239,10244);(10247,10247);(11360,11360);(11908,11968);(11971,11978);(12010,12012);(12135,12279);(12292,12292);(12295,12295);(12358,12607);(12617,12639);(12674,12674);(12747,12747);(13379,13409);(13414,13427);(13507,13508);(13511,13808);(15750,17738);(17759,17760);(19096,19117);(19130,19212);(19235,19285);(19287,19314);(20207,20599);(20642,21385);(21389,21413);(21420,21440);(21442,21444);(21452,21456);(21458,21471);(21473,21474);(22680,22691);(22699,22706);(22732,22733);(22735,24687);(25225,25234);(25250,25902);(25907,25908);(25987,25992);(26068,26282);(26812,27423);(27433,27456);(27459,27765);(27790,27829);(27832,27836);(27906,27947);(27953,27960);(29275,29278);(29305,29319);(29321,29494);(29534,29535);(29659,29772);(29781,31474);(31476,31480);(31484,31553);(33399,33402);(33406,33406);(33413,33447);(33470,33661);(33667,33684);(33686,33884);(33889,33914);(33933,33965);(34493,35790);(37455,37479);(37557,37917);(37919,37946);(38019,38069);(38080,38081);(38191,38204);(38208,38519);(38614,38618);(38622,38629);(38640,38651);(38653,38654);(38999,39057);(39072,39078);(39188,39228);(39247,39291);(39293,39294);(39296,39301);(39354,39380);(39385,39398);(39406,39408);(41588,41589);(41686,42783);(42787,42794);(42796,42796);(42802,42807);(42813,42813);(43386,43391);(45138,45156);(45184,45185);(45188,45222);(45800,45803);(45815,45818);(45820,46652);(48646,48725);(50311,50337);(50340,50377);(50406,50765);(50767,50770);(50773,50789);(54210,54216);(54244,54251);(54254,54274);(54283,54296);(54322,54333);(54335,54339);(54373,55108);(55112,55112);(55147,55165);(55205,55381);(55383,55383);(55396,55402);(55404,55494);(57766,59647);(59662,59662);(59675,59686);(60747,60759);(61540,61550);(61553,61563);(61568,61575);(61738,61775);(61791,61793);(62117,62117);(62125,63377);(63379,63400);(63438,63446);(63472,63479);(63481,63484);(63497,63501);(63503,63506);(63516,63526);(65247,65749);(65787,65833);(65847,65864);(65871,65882);(65914,65920);(65986,66044);(66085,66292);(66313,66313);(66319,66356);(66358,66376);(66385,66729);(69730,69733);(69749,69753);(69764,70519);(70531,70536);(70559,70560);(72724,72729);(72964,72965);(72973,74493);(76294,76309);(76314,76337);(76461,76492);(76496,76519);(76523,76637);(76859,78179);(78217,78222);(79492,79492);(79499,81465);(81470,81470);(81475,81639);(81657,81664);(81687,81975);(84192,84912);(84921,84930);(84933,84959);(84962,84965);(86975,87519)"
"[{33, 13042}]","[]",2,3,"(72757,72768);(72777,72787);(73023,74195)"
"[{33, 15833}]","[]",2,7,"(76439,76451);(76461,76489);(76492,76492);(76494,76494);(76498,76500);(76813,76814);(76824,77970)"
"[{33, 16011}]","[]",2,3,"(79715,81216);(81224,81306);(81334,81334)"
"[{33, 16218}]","[]",2,2,"(84139,84744);(84771,84806)"
"[{33, 16431}]","[]",2,1,"(87223,87739)"
"[{33, 16432}]","[]",2,1,"(87353,87719)"
"[{39, 40}]","[]",2,203,"(-217,1462);(1622,1638);(1652,2190);(2193,2195);(2267,2274);(2308,2323);(2326,2895);(3291,3295);(3303,5029);(5604,5616);(5618,5631);(6824,8644);(8761,8768);(9432,9494);(9496,9501);(9511,9519);(10211,12084);(12177,12186);(12240,12252);(12292,12306);(12484,12487);(12511,12515);(12519,12927);(12947,12951);(13075,13095);(13099,13656);(14071,14372);(14377,14383);(14410,14410);(14417,14427);(14437,16102);(16145,16147);(16185,16201);(16223,16696);(17095,17583);(17894,19545);(19549,19553);(19562,19689);(20134,20392);(20484,21048);(21128,21129);(21415,23013);(23116,23178);(23182,23609);(23611,23622);(23631,23633);(23682,23682);(23703,23703);(23705,23706);(23708,23708);(23734,24383);(24979,26195);(26211,26245);(26924,26925);(27317,27323);(27325,27336);(27355,27955);(28302,30191);(30200,30203);(30214,30214);(30741,30755);(30763,30768);(30822,30826);(30941,30946);(30958,31768);(31862,31865);(31875,33990);(35073,35078);(35087,35602);(35766,37341);(37493,37498);(37517,38236);(38460,39106);(39419,39439);(39442,39442);(39457,41675);(41682,41685);(41855,41894);(41907,42411);(42882,43396);(43407,43420);(43424,43426);(43430,43430);(43434,43441);(43462,43463);(43468,43470);(43479,43513);(43546,43710);(43724,45283);(45291,45291);(45294,45771);(45789,45791);(45793,45795);(45798,45803);(45808,45809);(45812,45860);(45863,45865);(45868,45872);(46107,46368);(46391,46402);(46742,46749);(46807,46818);(46821,47238);(47813,47813);(47844,49815);(49819,49842);(49844,49853);(50513,50549);(51117,51352);(51363,51377);(51405,51538);(51544,51583);(52058,52062);(52077,52764);(52770,52830);(52849,53669);(53681,53684);(53846,53862);(53911,54062);(54067,54715);(55124,55646);(55648,55660);(55926,57723);(57758,57791);(57801,57801);(57811,57824);(57833,57947);(58049,58641);(59136,59547);(59815,59821);(59840,59843);(59877,62671);(62799,62813);(62933,62943);(62952,62963);(62968,63370);(63695,65631);(65637,65654);(65657,65664);(65671,65676);(65679,65693);(65700,65708);(65730,66394);(66626,66667);(66686,67121);(67274,67275);(67386,69470);(69908,70091);(70128,70130);(70379,70385);(70396,71061);(71248,71248);(71280,71282);(71284,71288);(71292,72238);(72272,72272);(72349,72350);(72354,72404);(72459,72867);(73384,74427);(74481,74483);(74638,75752);(75754,77248);(77258,77263);(77267,77267);(77274,77275);(78108,80223);(80226,80235);(80242,80249);(80254,80299);(80349,80351);(80353,80360);(80386,80390);(80396,80431);(80471,80740);(81100,81603);(81984,82663);(82666,82669);(82686,82712);(82725,82782);(82784,82795);(82798,82805);(82822,83048);(83052,83342);(83356,83372);(83427,83429);(83438,83475);(83518,83586);(83592,84519);(84527,84539);(84557,84557);(85051,85053);(85055,85057);(85060,85249);(85268,85300);(85302,85308);(85500,85501);(85506,85577);(85621,85623);(85627,85634);(85645,85649);(85658,87425);(87428,87659)"
"[{39, 42}]","[]",2,59,"(46,231);(2594,2633);(2678,2686);(2689,2698);(2708,2749);(2761,2763);(13265,13577);(13599,13607);(17155,17489);(18343,18360);(18391,18398);(18427,18431);(18445,18489);(18499,18499);(18503,18507);(18733,18740);(18742,18742);(18756,18760);(18771,18777);(18780,18787);(18797,18813);(18838,18838);(18872,18879);(18881,18892);(18990,18992);(18998,18999);(19002,19003);(19006,19013);(19054,19057);(20734,21012);(24018,24018);(24030,24041);(24055,24075);(24084,24203);(25766,25781);(27524,27790);(28696,28702);(33215,33218);(33321,33323);(35140,35451);(35455,35467);(35947,35955);(35970,36004);(36017,36017);(36019,36027);(36047,36053);(36071,36331);(36348,36349);(73910,74214);(74916,74919);(77025,77035);(81313,81317);(81343,81345);(81350,81470);(81472,81478);(81482,81554);(81556,81573);(85050,85310);(85328,85332)"
"[{39, 49}]","[]",2,232,"(-125,364);(472,593);(597,598);(618,653);(659,663);(702,709);(714,714);(731,741);(784,1002);(1945,1957);(1984,1985);(2678,2749);(2756,2763);(3559,3857);(4527,4587);(4599,4755);(4796,4801);(7179,7180);(7206,7208);(7236,7238);(7246,7248);(7260,7324);(7329,7336);(10335,10603);(11045,11058);(11160,11188);(11204,11209);(11285,11300);(11333,11384);(11387,11402);(11452,11500);(11502,11508);(11513,11549);(11572,11714);(11719,11966);(13244,13617);(14916,14970);(14982,15175);(15223,15226);(15274,15483);(15701,15723);(15739,15761);(15770,15774);(15776,15795);(17205,17479);(17904,17915);(17989,19223);(19227,19233);(19296,19300);(21595,21938);(22033,22105);(22120,22125);(23413,23415);(23480,23497);(23963,24276);(24282,24282);(24896,25992);(26011,26021);(27469,27857);(28286,28999);(29002,29011);(29081,29627);(29629,29631);(29634,29634);(29639,30244);(30257,30258);(31101,31106);(31119,31120);(31128,31141);(31151,31178);(31181,31474);(32016,32684);(32718,32719);(32723,32729);(32741,32751);(32803,32805);(32812,33962);(35192,35524);(35913,36653);(36670,36675);(36681,36687);(36854,37311);(37315,37319);(37586,37587);(37592,37982);(37999,38005);(38527,38527);(38530,38967);(38981,38982);(39613,40251);(40664,40664);(40666,41092);(41128,41129);(41957,41963);(42001,42005);(42067,42314);(42316,42350);(42882,43277);(43789,43983);(44002,44002);(44013,44034);(44041,44048);(44050,44053);(44657,44668);(44685,44698);(44705,44711);(44735,44736);(44750,44774);(44787,44789);(44791,44795);(45397,45398);(45405,45616);(47012,47116);(47905,48003);(48012,48016);(48158,48701);(48855,48880);(48883,48891);(48901,48904);(49018,49193);(49196,49221);(49223,49226);(49230,49241);(49432,49678);(49688,49696);(50350,50372);(50375,50391);(50417,50418);(50423,50430);(50452,50473);(52124,52405);(52480,52484);(52508,52514);(52519,52527);(55210,55218);(55242,55543);(56044,56544);(56570,56576);(56578,56578);(56585,56589);(56594,56597);(56601,56637);(57025,57070);(57157,57165);(57223,57335);(57360,57363);(57372,57404);(57407,57409);(57411,57415);(57447,57503);(58188,58532);(58540,58549);(59067,59430);(60074,60078);(60103,60292);(60340,60340);(60453,60569);(60583,60972);(61050,61088);(61111,61125);(61146,61148);(62131,62133);(62135,62148);(62151,62152);(62157,62603);(62610,62610);(62948,63429);(63904,63911);(63916,65016);(65018,65022);(65122,65133);(65464,65469);(65471,65471);(65484,65546);(65550,65562);(65619,65621);(65688,65690);(65700,65704);(65716,66282);(66944,66972);(67537,67538);(67543,68047);(68049,68055);(68058,68084);(68088,68088);(68090,68149);(68164,68187);(68193,68198);(68207,68207);(68524,69141);(70559,70913);(71396,71857);(71881,71886);(71893,71902);(71904,71997);(71999,72043);(72051,72051);(72682,72770);(72792,72800);(73918,74297);(74734,75346);(75450,75505);(75550,75557);(75593,75593);(75602,75616);(75618,75636);(75836,75842);(75848,75864);(76026,76028);(76034,76037);(76248,76263);(76267,76268);(76382,76386);(76406,76506);(76970,77326);(78264,78968);(79051,79060);(79619,80069);(81195,81200);(81217,81560);(82039,82525);(84124,84139);(84163,84172);(84174,84239);(84315,84377);(84388,84390);(84394,84410);(84413,84439);(84457,84467);(84471,84501);(85797,86403);(86408,86414)"
"[{39, 13042}]","[]",2,3,"(72746,72767);(73355,73477);(73927,74173)"
"[{39, 15833}]","[]",2,13,"(76404,76543);(76545,76571);(76574,76616);(76639,76659);(76661,76661);(76684,76688);(76694,76700);(76717,76718);(76724,76724);(76727,76759);(76763,76765);(76767,77283);(77287,77381)"
"[{39, 16011}]","[]",2,11,"(79778,80091);(80095,80097);(80099,80108);(80403,80431);(80436,80450);(80454,80754);(80758,80768);(81122,81131);(81133,81181);(81186,81202);(81206,81564)"
"[{39, 16218}]","[]",2,3,"(84085,84092);(84097,84562);(85147,85166)"
"[{39, 16431}]","[]",2,1,"(87453,87605)"
"[{40, 42}]","[]",2,2,"(-240,37624);(72488,87890)"
"[{40, 49}]","[]",2,1,"(-364,87980)"
"[{40, 176}]","[]",2,1,"(74101,74186)"
"[{40, 226}]","[]",2,2,"(38625,38632);(38634,38867)"
"[{40, 770}]","[]",2,2,"(14112,14465);(14467,14472)"
"[{40, 1035}]","[]",2,1,"(14112,14373)"
"[{40, 1147}]","[]",2,5,"(20840,20896);(20918,20937);(20948,20986);(21052,21060);(21064,21066)"
"[{40, 2239}]","[]",2,4,"(31285,31513);(31525,31549);(31589,31591);(31594,31600)"
"[{40, 8979}]","[]",2,6,"(12682,12691);(12693,12794);(12881,12902);(12904,12909);(12912,13802);(81168,81739)"
"[{40, 12936}]","[]",2,1,"(59030,59042)"
"[{40, 13042}]","[]",2,1,"(72369,74715)"
"[{40, 14387}]","[]",2,1,"(51107,51584)"
"[{40, 15833}]","[]",2,1,"(76062,78227)"
"[{40, 16011}]","[]",2,1,"(79568,82111)"
"[{40, 16012}]","[]",2,1,"(79654,81925)"
"[{40, 16218}]","[]",2,1,"(83395,85820)"
"[{40, 16431}]","[]",2,1,"(87090,87976)"
"[{40, 16432}]","[]",2,1,"(87137,87962)"
"[{42, 49}]","[]",2,11,"(-128,7768);(7775,7776);(7785,7785);(7795,7895);(7899,7902);(7910,7952);(7964,7968);(8075,8084);(8090,14189);(14467,37602);(72530,87770)"
"[{42, 8979}]","[]",2,4,"(13041,13116);(13267,13494);(13643,13661);(81286,81580)"
"[{42, 13042}]","[]",2,1,"(72601,74597)"
"[{42, 15833}]","[]",2,1,"(76235,78166)"
"[{42, 16011}]","[]",2,1,"(79697,81911)"
"[{42, 16012}]","[]",2,2,"(80276,80283);(80314,81669)"
"[{42, 16218}]","[]",2,1,"(83585,85634)"
"[{42, 16431}]","[]",2,1,"(87215,87839)"
"[{42, 16432}]","[]",2,1,"(87240,87770)"
"[{49, 770}]","[]",2,1,"(14239,14241)"
"[{49, 8979}]","[]",2,11,"(13078,13081);(13086,13092);(13172,13174);(13178,13181);(13209,13724);(81292,81297);(81299,81327);(81334,81336);(81348,81482);(81484,81487);(81489,81489)"
"[{49, 12936}]","[]",2,1,"(58518,59461)"
"[{49, 13042}]","[]",2,1,"(72397,74687)"
"[{49, 14387}]","[]",2,1,"(51241,51498)"
"[{49, 15833}]","[]",2,1,"(76073,78207)"
"[{49, 16011}]","[]",2,1,"(79565,82058)"
"[{49, 16012}]","[]",2,2,"(79695,81749);(81752,81780)"
"[{49, 16218}]","[]",2,1,"(83447,85753)"
"[{49, 16431}]","[]",2,1,"(87071,87950)"
"[{49, 16432}]","[]",2,1,"(87107,87931)"
"[{648, 770}]","[]",2,1,"(13965,14595)"
"[{648, 1035}]","[]",2,1,"(14215,14235)"
"[{770, 1035}]","[]",2,1,"(13902,14623)"
"[{8979, 16011}]","[]",2,2,"(81152,81156);(81167,81613)"
"[{16011, 16012}]","[]",2,1,"(79585,82023)"
"[{16431, 16432}]","[]",2,1,"(87035,88045)"
