pattern_components,pattern_gaps,pattern_size,intervals_count,intervals
"[{1084, 1097, 1126, 2183}]","[]",4,38,"(13999,14967);(19783,20359);(25457,26162);(31081,31638);(33523,34426);(59250,59750);(64224,64873);(73310,73959);(73959,74837);(75008,76163);(79560,80108);(79922,80437);(80815,81541);(91088,91588);(91158,92084);(108898,109595);(113851,114652);(114181,114701);(116118,116731);(119208,119729);(129553,130321);(133552,134221);(146439,147005);(164029,164651);(168184,168728);(172222,172929);(173433,174201);(174730,175323);(178244,178789);(193946,194495);(200907,201407);(208175,208900);(258513,259241);(290199,290894);(292721,293221);(292721,293221);(508936,509488);(511534,512096)"
"[{1097, 1126, 2183, 2428}]","[]",4,1,"(167917,168417)"
"[{1215, 1594, 1816, 1981}]","[]",4,2,"(182781,183362);(218131,218638)"
"[{1215, 1594, 1816, 2339}]","[]",4,2,"(182781,183362);(218131,218638)"
"[{1215, 1594, 1981, 2339}]","[]",4,2,"(182781,183362);(218131,218638)"
"[{1215, 1816, 1981, 2339}]","[]",4,2,"(182781,183362);(218131,218638)"
"[{1239, 1241, 1534, 1943}]","[]",4,1,"(224314,225020)"
"[{1239, 1241, 1534, 2232}]","[]",4,1,"(224314,225020)"
"[{1239, 1241, 1943, 2232}]","[]",4,1,"(224314,225020)"
"[{1239, 1534, 1943, 2232}]","[]",4,1,"(224314,225020)"
"[{1241, 1534, 1943, 2232}]","[]",4,1,"(224314,225020)"
"[{1534, 1603, 1943, 2232}]","[]",4,10,"(33874,34462);(58539,59083);(58488,59083);(88036,88581);(88581,89170);(106759,107367);(112649,113210);(118547,119156);(228230,228820);(381275,381903)"
"[{1594, 1816, 1981, 2339}]","[]",4,2,"(182781,183362);(218131,218638)"
"[{21, 593, 1943}]","[]",3,1,"(503457,504015)"
"[{21, 1534, 1582}]","[]",3,83,"(795,1623);(795,1623);(4553,5091);(69205,69955);(77529,78237);(79639,80502);(95959,96762);(108833,109499);(126801,127422);(138104,138697);(138697,139578);(142982,143712);(149589,150125);(153910,154466);(176042,176602);(195114,196055);(265441,266074);(269468,270015);(275029,275588);(300902,301403);(302345,303279);(310380,311034);(324777,325716);(326665,327416);(327319,328201);(331595,332489);(334168,335025);(334660,335617);(336558,337380);(336987,337582);(341080,341775);(344619,345303);(348956,349504);(348956,349504);(349872,350451);(350269,350969);(350269,350969);(350651,351203);(353061,353882);(355927,356856);(357655,358481);(358873,359843);(364677,365718);(370372,371194);(370836,371555);(371194,371734);(375335,375900);(377225,377796);(379746,380280);(379746,380280);(379746,380280);(387956,388485);(400479,401346);(413090,413736);(413262,413765);(414288,414905);(415148,415920);(416860,417683);(420718,421469);(427986,428743);(429223,429772);(431131,431641);(433365,433965);(442556,443144);(457211,457985);(459226,459746);(465167,465753);(471874,472570);(473217,474062);(476612,477339);(479423,480271);(485410,485949);(492441,493086);(499311,500001);(506174,506784);(510177,510825);(516313,517363);(523633,524236);(526657,527202);(527041,527645);(528742,529370);(538043,538543);(538526,539513)"
"[{21, 1534, 1943}]","[]",3,1,"(384533,385033)"
"[{21, 1534, 2236}]","[]",3,31,"(795,1623);(79673,80502);(138772,139578);(195173,196055);(265441,265967);(269468,270015);(275029,275588);(326665,327352);(327319,328201);(331623,332489);(334378,334975);(334838,335617);(336667,337380);(353061,353882);(357655,358469);(359085,359758);(364678,365479);(370444,371194);(387956,388485);(400479,401046);(415178,415920);(417120,417683);(420940,421469);(431131,431641);(433365,433965);(457357,457985);(492441,493086);(510235,510825);(516383,516896);(528742,529370);(538043,538543)"
"[{21, 1582, 2236}]","[]",3,31,"(795,1623);(79673,80502);(138772,139578);(195173,196055);(265441,265967);(269468,270015);(275029,275588);(326665,327352);(327319,328201);(331623,332489);(334378,334975);(334838,335617);(336667,337380);(353061,353882);(357655,358469);(359085,359758);(364678,365479);(370444,371194);(387956,388485);(400479,401046);(415178,415920);(417120,417683);(420940,421469);(431131,431641);(433365,433965);(457357,457985);(492441,493086);(510235,510825);(516383,516896);(528742,529370);(538043,538543)"
"[{21, 1646, 1943}]","[]",3,1,"(461632,462153)"
"[{21, 1646, 2299}]","[]",3,1,"(4718,5489)"
"[{90, 426, 1534}]","[]",3,3,"(58539,59083);(303111,303751);(381274,381840)"
"[{90, 426, 1943}]","[]",3,3,"(58539,59083);(303111,303751);(381274,381840)"
"[{90, 426, 2232}]","[]",3,4,"(58539,59083);(58488,59083);(303111,303751);(381215,381840)"
"[{90, 428, 1825}]","[]",3,2,"(106955,107469);(153551,154212)"
"[{90, 428, 2225}]","[]",3,3,"(106629,107469);(111093,111621);(153551,154212)"
"[{90, 613, 1943}]","[]",3,1,"(84179,84823)"
"[{90, 680, 1943}]","[]",3,1,"(84179,84679)"
"[{90, 1534, 1943}]","[]",3,215,"(29800,30361);(33490,34029);(33717,34461);(45401,46006);(46671,47396);(49453,49973);(54923,55448);(55656,56270);(58519,59442);(59080,59675);(61220,61734);(65820,66578);(68408,69249);(71485,72034);(72840,73659);(74080,74751);(76155,76942);(80486,81051);(81297,81959);(81701,82245);(82472,83132);(83609,84177);(83808,84308);(84177,84679);(87544,88622);(89932,91068);(94653,95167);(94908,95645);(97191,98050);(109851,110628);(111032,111776);(116631,117157);(116844,117701);(120228,120728);(127525,128107);(140789,141620);(147322,147822);(220787,221484);(221726,222568);(222866,223366);(223944,224452);(224272,225270);(226803,227384);(227779,228345);(228229,228820);(229207,230180);(231732,232355);(232204,233096);(232971,233957);(235037,235616);(235301,235801);(236245,237878);(238220,238884);(239214,239837);(241103,241699);(241574,242429);(242968,243886);(246321,246828);(246756,247302);(247584,248084);(247745,248545);(252619,253632);(256264,257078);(263350,263996);(264414,265216);(265216,265758);(265457,266422);(269588,270151);(271736,272236);(280611,281125);(283927,284456);(286596,287121);(294751,295690);(297916,298438);(298673,299173);(301562,302151);(303111,303973);(303973,304473);(304227,305080);(305628,306202);(306498,307253);(309893,310565);(312307,313007);(313256,314017);(313918,314738);(318466,319029);(318932,319445);(319250,319900);(320158,320973);(329092,329623);(329092,329623);(332999,333569);(333569,334188);(334964,335574);(337126,337826);(337760,338374);(339553,340054);(342518,343065);(342825,343326);(343942,344715);(349566,350116);(350995,351860);(351656,352498);(353758,354659);(356871,357590);(357433,358012);(359803,360715);(360904,361449);(361137,361637);(362437,363307);(363914,364666);(366513,367120);(370048,370820);(370990,371914);(371914,373129);(374922,375848);(378968,379844);(380088,380692);(381127,381840);(385472,386084);(386532,387150);(386984,387979);(388107,388977);(390731,392409);(393439,394319);(394196,395136);(396546,397336);(398723,399223);(398820,399477);(400025,400837);(400500,401019);(400590,401108);(402161,402913);(402913,404031);(405710,406603);(406983,407498);(409083,409716);(409704,410205);(410463,412053);(414610,415304);(417006,417910);(418692,419441);(420192,420845);(421682,422579);(424865,426412);(426399,427264);(427380,428048);(433939,434610);(435333,435836);(436226,436728);(438997,440350);(440567,441572);(441178,441680);(441441,442293);(442562,443423);(445539,446204);(445539,446265);(446970,447671);(448980,450325);(450098,450759);(451733,452359);(453205,454510);(455158,455754);(455665,456219);(455754,456627);(456396,456898);(458111,458646);(459560,461003);(461322,461852);(463460,463964);(463374,463964);(464064,464842);(464594,465103);(465504,466156);(467725,468258);(470219,470934);(472557,473084);(472901,473445);(473655,474547);(475011,475735);(477900,478883);(478763,479807);(480474,481174);(481677,482620);(482323,482984);(482683,483269);(482984,483727);(484358,484898);(486245,487571);(489779,490379);(493116,493657);(495409,495967);(495694,496332);(497511,498128);(500982,502016);(504467,504973);(504710,505210);(506460,507363);(508295,509124);(512741,513778);(514728,515382);(517408,518153);(518039,518754);(519139,519765);(520171,520940);(520505,521047);(522105,522640);(522390,523576);(523822,524657);(525142,525935);(534101,534930);(536019,536715);(537185,537865);(538221,539098);(539779,540437)"
"[{90, 1534, 2232}]","[]",3,4,"(58539,59083);(58488,59083);(303111,303751);(381215,381840)"
"[{90, 1534, 2399}]","[]",3,5,"(375106,375717);(435333,435834);(460438,461003);(478066,478668);(486640,487141)"
"[{90, 1670, 1943}]","[]",3,2,"(28134,28790);(65879,66396)"
"[{90, 1825, 2225}]","[]",3,2,"(106955,107469);(153551,154212)"
"[{90, 1943, 2232}]","[]",3,4,"(58539,59083);(58488,59083);(303111,303751);(381215,381840)"
"[{90, 1943, 2399}]","[]",3,5,"(375106,375717);(435333,435834);(460438,461003);(478066,478668);(486640,487141)"
"[{99, 1239, 1241}]","[]",3,1,"(224314,225020)"
"[{99, 1239, 1534}]","[]",3,1,"(224314,225020)"
"[{99, 1239, 1943}]","[]",3,1,"(224314,225020)"
"[{99, 1239, 2232}]","[]",3,1,"(224314,225020)"
"[{99, 1241, 1534}]","[]",3,1,"(224314,225020)"
"[{99, 1241, 1943}]","[]",3,1,"(224314,225020)"
"[{99, 1241, 2232}]","[]",3,1,"(224314,225020)"
"[{99, 1354, 1534}]","[]",3,2,"(126815,127453);(310588,311143)"
"[{99, 1534, 1943}]","[]",3,96,"(27459,28043);(32759,33563);(43495,44230);(50084,50771);(52537,53162);(60047,60602);(61802,62480);(63572,64365);(65126,65678);(78061,78562);(134499,135004);(134499,135004);(150341,151197);(156979,157479);(156979,157479);(171714,172450);(218055,218722);(221394,222026);(223334,224132);(224132,224787);(224132,225020);(227578,228551);(228153,228720);(229257,230128);(232353,233095);(236204,236725);(237944,238444);(239066,239939);(240857,241671);(241335,242265);(245367,245867);(247385,247932);(247649,248304);(250324,250979);(252897,253426);(254264,254766);(254289,255056);(258314,258814);(258552,259127);(258552,259127);(258958,259535);(258958,259770);(259354,259854);(262259,262983);(262259,262983);(266611,267138);(271420,271933);(275226,275830);(279224,279736);(279380,280261);(280208,280755);(280208,280755);(282137,282762);(288756,289400);(288756,289400);(289043,289590);(297064,297564);(301653,302223);(301653,302223);(305988,306592);(307807,308343);(308997,309698);(311058,311670);(313878,314848);(321521,322371);(323034,323555);(333215,333832);(333643,334186);(333643,334186);(336555,337056);(347630,348271);(360730,361376);(379861,380556);(379861,380556);(381196,381867);(382246,382757);(393729,394428);(411313,411918);(411546,412129);(411878,412451);(437965,438642);(467809,468444);(474138,474961);(475496,476047);(475496,476047);(483798,484591);(507357,507857);(522170,522858);(523149,523790);(524492,525367);(525359,526088);(528819,529321);(528819,529321);(528954,529552);(531659,532618);(532464,533497)"
"[{99, 1534, 2232}]","[]",3,1,"(224314,225020)"
"[{99, 1943, 2232}]","[]",3,1,"(224314,225020)"
"[{114, 358, 1534}]","[]",3,1,"(519149,519654)"
"[{114, 1534, 1582}]","[]",3,2,"(519090,519806);(519457,519957)"
"[{114, 1534, 1943}]","[]",3,57,"(34118,34667);(69117,69797);(71591,72297);(71997,72548);(73602,74158);(129920,130461);(132409,132921);(187070,187867);(278917,279418);(355439,355959);(361543,362413);(362601,363261);(363646,364171);(363646,364171);(363913,364544);(370817,371556);(388030,388562);(390112,390612);(394272,394782);(396600,397114);(404216,404716);(404400,405383);(415621,416191);(425443,425948);(425676,426379);(434021,434521);(434021,434521);(436297,436831);(439021,439658);(439350,439994);(442294,442796);(445821,446337);(449065,449583);(454085,454665);(457416,457940);(457636,458230);(459815,460315);(461232,461854);(462893,463548);(465180,466188);(467638,468169);(468395,469005);(469994,470561);(484637,485304);(488917,489801);(495271,495885);(496163,496689);(496678,497508);(502170,502672);(502975,503684);(505100,505675);(516676,517257);(520310,520810);(520456,521083);(522368,523351);(527647,528314);(537896,538677)"
"[{116, 426, 479}]","[]",3,132,"(7824,8360);(33763,34321);(70438,71033);(76250,76944);(77444,78201);(93454,93954);(118816,119316);(129481,130106);(134646,135171);(142779,143363);(145631,146245);(146245,146774);(146594,147111);(146594,147111);(152137,152726);(164535,165249);(176543,177198);(178506,179261);(187202,187921);(205143,205644);(205345,205933);(205345,205933);(212586,213139);(217281,217781);(219073,219899);(220452,221075);(222535,223440);(223338,224257);(224088,224982);(225948,226810);(227185,227740);(228722,229603);(229341,229893);(229592,230092);(229341,229893);(229592,230219);(229592,230437);(231572,232212);(236066,236619);(236619,237564);(237378,238003);(249455,250072);(251980,252547);(252821,253752);(260514,261310);(261724,262898);(266189,267134);(270380,270881);(270546,271318);(270546,271390);(271751,272524);(274031,274777);(274777,275399);(276452,277308);(277637,278153);(277724,278546);(277724,278659);(278514,279029);(278514,279029);(280004,281201);(283280,283781);(283781,284785);(287424,287968);(288901,289683);(292131,293350);(294093,294954);(297816,298317);(298009,298686);(298009,298686);(302538,303292);(305503,306420);(308812,309584);(309900,310669);(310669,311532);(313204,313704);(313534,314128);(313534,314128);(313983,314513);(313983,314513);(319560,320362);(320235,320959);(321835,322459);(324579,325714);(330568,331153);(332202,333026);(332878,333421);(332878,333421);(333308,334241);(341306,341966);(345207,346041);(346315,347111);(347044,347559);(347044,348132);(348318,348832);(352499,353556);(355903,356911);(370188,370727);(372922,373496);(382252,382753);(382621,383184);(382621,383317);(387653,388451);(390691,391345);(393531,394274);(404467,405194);(406501,407001);(408209,409047);(413326,413934);(415454,416050);(415936,416888);(416735,417361);(416735,417361);(422713,423326);(425128,425668);(440729,441394);(447164,447711);(458155,459086);(461560,462193);(462067,462644);(462067,462644);(481323,482112);(481889,482501);(485140,485694);(485843,486559);(492194,492942);(501398,502007);(502383,502979);(512050,512834);(523593,524450);(524842,525344);(535095,535595);(537028,537743)"
"[{116, 426, 1534}]","[]",3,46,"(219073,219868);(222535,223091);(223599,224257);(224088,224717);(224088,224759);(226033,226810);(227185,227740);(229043,229603);(229341,229893);(229592,230092);(229341,229893);(229592,230219);(229592,230219);(231572,232072);(236619,237564);(237378,238003);(252821,253516);(262012,262897);(270881,271390);(274777,275398);(277863,278545);(277863,278545);(280149,280918);(283952,284453);(284265,284785);(292469,293350);(294209,294709);(297816,298317);(298055,298686);(298009,298686);(302792,303292);(305503,306239);(310099,310669);(319560,320362);(330568,331153);(333308,333853);(341306,341884);(345207,346029);(347044,347558);(347365,348132);(352662,353324);(355903,356818);(370188,370727);(382749,383317);(461560,462193);(481323,481912)"
"[{116, 426, 1943}]","[]",3,2,"(274777,275398);(461693,462193)"
"[{116, 479, 1534}]","[]",3,46,"(219073,219868);(222535,223091);(223599,224257);(224088,224717);(224088,224759);(226033,226810);(227185,227740);(229043,229603);(229341,229893);(229592,230092);(229341,229893);(229592,230219);(229592,230219);(231572,232072);(236619,237564);(237378,238003);(252821,253516);(262012,262897);(270881,271390);(274777,275398);(277863,278545);(277863,278545);(280149,280918);(283952,284453);(284265,284785);(292469,293350);(294209,294709);(297816,298317);(298055,298686);(298009,298686);(302792,303292);(305503,306239);(310099,310669);(319560,320362);(330568,331153);(333308,333853);(341306,341884);(345207,346029);(347044,347558);(347365,348132);(352662,353324);(355903,356818);(370188,370727);(382749,383317);(461560,462193);(481323,481912)"
"[{116, 479, 1943}]","[]",3,2,"(274777,275398);(461693,462193)"
"[{116, 1534, 1943}]","[]",3,2,"(274777,275398);(461693,462193)"
"[{123, 426, 479}]","[]",3,2,"(76437,76943);(76437,76943)"
"[{155, 1373, 1814}]","[]",3,2,"(158836,159347);(232170,233013)"
"[{169, 229, 574}]","[]",3,43,"(7400,8165);(8473,9025);(14274,14892);(19587,20430);(23867,24567);(25404,25994);(37302,38173);(38036,38556);(38036,38556);(39107,39882);(48680,49421);(74440,74942);(88791,89341);(141998,142500);(146145,146756);(155604,156340);(227518,228066);(229368,230232);(230037,230654);(230037,230654);(282060,282646);(286272,286773);(301067,301780);(307202,308241);(311225,311775);(324149,324693);(331160,331808);(336761,337442);(342884,343495);(348040,348708);(360811,361538);(368406,369047);(381315,382136);(382136,382644);(421193,421839);(426676,427435);(437434,437986);(444413,445017);(461061,461822);(507359,508097);(514656,515659);(517437,517951);(533334,533897)"
"[{173, 225, 720}]","[]",3,1,"(152501,153062)"
"[{181, 1680, 1825}]","[]",3,1,"(211885,212433)"
"[{181, 1825, 1909}]","[]",3,10,"(80359,81234);(89414,89918);(89414,89918);(106523,107580);(143485,144116);(145402,145928);(148751,149344);(169669,170171);(196081,196582);(197149,197764)"
"[{181, 1825, 2204}]","[]",3,9,"(80359,81234);(89414,89918);(106603,107580);(143485,144116);(145402,145928);(148837,149344);(169669,170171);(196081,196582);(197149,197764)"
"[{181, 1909, 2204}]","[]",3,9,"(80359,81234);(89414,89918);(106603,107580);(143485,144116);(145402,145928);(148837,149344);(169669,170171);(196081,196582);(197149,197764)"
"[{225, 508, 720}]","[]",3,3,"(212741,213472);(249311,249949);(325022,325522)"
"[{225, 547, 1215}]","[]",3,1,"(400220,400762)"
"[{225, 720, 754}]","[]",3,1,"(325331,325896)"
"[{225, 720, 1012}]","[]",3,1,"(325331,325896)"
"[{225, 720, 1336}]","[]",3,133,"(152526,153413);(154214,155558);(155558,156255);(159660,160167);(159660,160167);(164070,164695);(164276,164776);(164373,165220);(166704,167336);(168631,169823);(171593,172673);(174792,175494);(175494,176253);(176245,176746);(179006,180796);(181280,182379);(184367,186066);(187456,188812);(188584,189091);(189002,189594);(189404,189997);(189815,191285);(192137,192763);(194407,194923);(196570,197656);(198868,199396);(199554,200307);(200769,201384);(202580,204022);(204246,204855);(205461,205966);(206358,207320);(210143,210646);(211049,211848);(212213,213397);(216543,217288);(217535,218094);(219252,220000);(220782,221543);(221309,222037);(222757,223278);(226481,227367);(229223,229843);(231610,232202);(233726,234226);(233854,234834);(236229,236902);(237903,239044);(240112,241070);(243317,244178);(244621,245395);(245342,245884);(245521,246586);(247258,247986);(247566,248125);(247837,248795);(248462,249102);(251197,252109);(254556,255301);(256563,257286);(258165,259402);(260382,261320);(263584,264092);(263855,264379);(264644,265323);(268357,269398);(269046,269954);(269798,270938);(272671,273431);(274915,275664);(275794,276510);(278346,278864);(279201,279709);(280173,281338);(285855,286425);(286800,287535);(288072,289109);(291337,291999);(292445,293217);(293479,294787);(294494,295039);(294787,295815);(295665,296165);(296858,298021);(297685,298567);(299620,300344);(300549,302741);(305483,306189);(306692,307231);(307231,309603);(311618,312488);(312904,313766);(313705,314433);(314380,315260);(320398,320927);(322377,323045);(323811,324529);(324677,325192);(324991,325933);(327127,327691);(336686,337570);(338804,339352);(340617,341870);(342674,343259);(345256,345841);(347077,347777);(347450,348007);(351297,351886);(366386,367116);(366382,367116);(368133,368666);(371956,372582);(373286,373984);(379267,379807);(383699,384283);(384157,384757);(395357,395914);(395323,395914);(415490,416233);(424185,425052);(424744,425250);(441105,441605);(461621,462489);(462863,463584);(466379,466929);(481538,482054);(486778,487580);(491730,492515);(492178,492678);(492203,492873);(501832,502803);(503666,504196);(512170,513120)"
"[{225, 720, 2150}]","[]",3,1,"(345341,345841)"
"[{225, 751, 1215}]","[]",3,1,"(470485,471010)"
"[{225, 751, 2339}]","[]",3,9,"(307978,308478);(449594,450258);(449892,450630);(461881,462607);(470331,471079);(478854,479379);(497724,498510);(502133,502656);(512086,512679)"
"[{225, 754, 1012}]","[]",3,1,"(325331,325896)"
"[{225, 1215, 1594}]","[]",3,2,"(183090,183654);(511890,512391)"
"[{225, 1215, 1680}]","[]",3,2,"(209833,210436);(218130,218637)"
"[{225, 1215, 2123}]","[]",3,4,"(156534,157301);(166869,167560);(182700,183655);(218164,218762)"
"[{225, 1215, 2150}]","[]",3,4,"(182768,183348);(182768,183348);(183014,183655);(218165,218762)"
"[{225, 1215, 2269}]","[]",3,1,"(182755,183844)"
"[{225, 1215, 2339}]","[]",3,25,"(226603,227103);(282415,283168);(306656,307156);(307156,307736);(321652,322326);(327277,327922);(329793,330382);(337669,338175);(337737,338359);(342046,342678);(365139,365745);(378658,379387);(420827,421364);(441270,441881);(449594,451019);(461952,462610);(470140,471010);(477031,477749);(478877,479380);(480484,481035);(497544,498494);(501507,502361);(511902,512679);(515995,516637);(531583,532449)"
"[{225, 1215, 2400}]","[]",3,1,"(218013,218609)"
"[{225, 1274, 2339}]","[]",3,2,"(179609,180238);(187944,188497)"
"[{225, 1336, 2339}]","[]",3,2,"(308307,308807);(512172,512733)"
"[{225, 1594, 1668}]","[]",3,1,"(179946,180777)"
"[{225, 1680, 1721}]","[]",3,6,"(164073,164642);(258820,259335);(285994,286581);(293887,294395);(296788,297538);(307234,307734)"
